Year,Country,Traffic Index Rank,Traffic Index,Time Index (in minutes),Time Exp. Index,Inefficiency Index,CO2 Emission Index
2021.06,Saudi Arabia,51,131.58,28.39,56.09,163.73,6872.21
2021.06,New Zealand,52,127.25,30.72,145.24,161.39,5151.65
2021.06,Hungary,53,126.99,35.87,692.22,131.47,2845.36
2021.06,Romania,54,125.8,33.97,422.46,132.96,3570.56
2021.06,France,55,125.7,34.79,528.72,130.92,3189
2021.06,Georgia,56,123.22,35.4,617.53,146.73,2586.31
2021.06,Oman,57,121.91,23.02,23.02,280.88,5980.41
2021.06,Luxembourg,58,118.71,31.79,214.34,117.17,3777.07
2021.06,Latvia,59,113.81,30.86,153.28,122.8,3538.59
2021.06,Taiwan,60,113.41,31.41,187.4,128.58,3245.35
2021.06,Portugal,61,110.28,29.33,82.93,119.08,3712.55
2021.06,Poland,62,109.92,31.34,182.77,104.12,3009.75
2021.06,Serbia,63,109.9,30.77,147.78,122.16,3127.84
2021.06,Vietnam,64,109.53,29.59,92.67,117.66,3536.19
2021.06,Belarus,65,109.35,30.25,121.05,98.01,3387.17
2021.06,Spain,66,106.94,29.28,81.45,128.47,3282.98
2021.06,Cyprus,67,105.95,23.07,23.07,145.96,4355.71
2021.06,Germany,68,104.79,31.22,175.08,127.59,2405.51
2021.06,Bulgaria,69,102.79,29.43,86.49,93.3,2960
2021.06,Slovenia,70,101.72,26.93,32.91,142.42,3262.82
2021.06,Sweden,71,101.05,29.77,99.47,137.75,2457.77
2021.06,Croatia,72,100.34,28.07,49.19,101.56,3045.07
2021.06,Slovakia,73,100.02,27.91,46.2,168.42,2738.9
2021.06,Netherlands,74,96.81,27.64,41.61,163.7,2492.6
2021.06,Lithuania,75,94.03,25.81,26.36,81.5,2922.57
2021.06,Norway,76,93.7,26.93,32.95,122.3,2496.81
2021.06,North Macedonia,77,92.6,26.9,32.62,100.18,2497.5
2021.06,Switzerland,78,91.86,28.67,62.99,100.23,2046.53
2021.06,Czech Republic,79,91.69,29.58,92.19,73.49,1929.89
2021.06,Iceland,80,90.17,19.9,19.9,79.67,3235.49
2021.06,Bosnia And Herzegovina,81,89.54,25.89,26.62,68.59,2521.34
2021.06,Finland,82,88.6,28.91,69.71,77.02,1811.54
2021.06,Denmark,83,88.37,28.69,63.56,121.73,1654.14
2021.06,Estonia,84,85.39,24.44,24.44,99.52,2118.77
2021.06,Austria,85,79.85,25.67,26.01,74.23,1637.27
2022.01,Nigeria,1,307.26,61.97,18343.66,433.33,7925.7
2022.01,Costa Rica,2,300.05,60.19,16038.08,331.48,9028.5
2022.01,Sri Lanka,3,273.75,57.1,12507.66,382.23,7268.91
2022.01,Kenya,4,256.16,53.98,9484.41,281.59,7745.23
2022.01,Bangladesh,5,249.65,55.92,11295.85,318.75,4844.45
2022.01,Egypt,6,231.07,48.36,5294.62,284.7,8662.84
2022.01,Peru,7,214.84,48.76,5545.68,259.68,5698.73
2022.01,Iran,8,214.83,47.12,4569.87,236.28,7180.1
2022.01,India,9,204.53,46.52,4244.68,242.29,5974.75
2022.01,Colombia,10,202.36,47.8,4960.29,217.27,4815.51
2022.01,Indonesia,11,196.22,43.46,2810.06,240.91,7093.99
2022.01,Turkey,12,191.8,44.18,3112.86,211.69,5972.87
2022.01,South Africa,13,190.94,39.27,1414.59,243.42,9693.48
2022.01,Jordan,14,190.63,41.25,1996.56,216.98,8094.17
2022.01,Philippines,15,189.47,43.11,2668.48,239.84,6274.95
2022.01,Lebanon,16,184.36,38.53,1228.56,214.42,9241.1
2022.01,Russia,17,181.45,44.5,3257.9,189.4,4369.78
2022.01,Thailand,18,178.04,39.62,1506.12,228.02,7142.19
2022.01,Mexico,19,175.94,39.29,1418.84,239.13,6974.85
2022.01,Brazil,20,174.93,41.28,2007.39,207.28,5542.55
2022.01,Argentina,21,173.02,43.3,2746.82,187.89,4045.27
2022.01,Malaysia,22,169.68,37.22,938.23,189.01,7758.68
2022.01,Panama,23,168.67,37.12,918.84,193.5,7625.59
2022.01,United Arab Emirates,24,168.57,36.19,745.99,247.05,7983.56
2022.01,Ecuador,25,167.65,38.87,1309.71,180.12,6268.27
2022.01,Azerbaijan,26,162.26,39.61,1503.39,208.22,4823.21
2022.01,Pakistan,27,161.35,37.84,1069.95,195.04,5902.4
2022.01,Puerto Rico,28,160.03,34.16,445.72,170.83,8407.05
2022.01,Kuwait,29,153.48,33.34,352.41,180.12,7734.39
2022.01,Israel,30,152.7,36.37,778.18,169.79,5684.4
2022.01,China,31,151.6,40.01,1616.04,170.89,3401.14
2022.01,United States,32,151.28,32.85,303.97,241.76,7300.57
2022.01,Ireland,33,149.78,37.93,1089.71,173.76,4311.04
2022.01,Belgium,34,149.01,36.89,873.59,192.4,4718.26
2022.01,Venezuela,35,148.98,34.1,438.33,199.45,6372.1
2022.01,Australia,36,147.81,34.78,527.17,207.84,5723.63
2022.01,Singapore,37,147.5,41.22,1987.58,146.97,2458.13
2022.01,Hong Kong,38,144.95,42.56,2457.4,149.46,1647.6
2022.01,South Korea,39,144.67,40.02,1619.42,151.14,2715.5
2022.01,Ukraine,40,142.91,37.71,1040.63,132.3,3775.33
2022.01,Qatar,41,140.56,30.15,116.02,153.71,7612.49
2022.01,Canada,42,139.53,33.61,381.95,177.22,5337.6
2022.01,Uruguay,43,137.31,37.31,957.96,147.78,3235.89
2022.01,Japan,44,137.27,40.65,1807.84,153.72,1738.95
2022.01,Morocco,45,134.7,36.3,764.37,150.64,3419.85
2022.01,Kazakhstan,46,133.9,34.73,520.31,148.28,4119.35
2022.01,Greece,47,133.27,33.8,402.98,142.59,4550.28
2022.01,United Kingdom,48,132.64,34.4,475.87,158.31,4075.96
2022.01,Saudi Arabia,49,131.4,28.33,54.56,163.79,6870.59
2022.01,Italy,50,131.38,33.75,397.55,158.17,4239.76
2022.01,France,51,130.5,35.25,594.19,150.96,3432.81
2022.01,Chile,52,130.14,35.82,682.71,114.08,3307.77
2022.01,New Zealand,53,127.4,30.78,148.78,160.12,5149.88
2022.01,Hungary,54,125.33,35.55,640.13,129.91,2817.55
2022.01,Romania,55,124.16,33.56,376.53,131.4,3567.14
2022.01,Luxembourg,56,123.93,32.71,290.6,123.26,3977.2
2022.01,Georgia,57,123.17,35.4,617.53,145.43,2586.31
2022.01,Oman,58,121.14,22.76,22.76,278.69,5915.12
2022.01,Tunisia,59,120.43,32.7,289.83,104.19,3659.14
2022.01,Taiwan,60,115.8,31.71,208.46,129.63,3395.42
2022.01,Latvia,61,115.31,31.21,174.61,124.55,3567.23
2022.01,Poland,62,112.68,31.81,216.1,109.59,3102.58
2022.01,Portugal,63,112.27,29.85,103.07,120.96,3753.4
2022.01,Vietnam,64,111.06,29.83,102.14,119.07,3625.28
2022.01,Serbia,65,110.03,30.85,152.51,121.16,3116.49
2022.01,Belarus,66,108.82,30.15,116.41,96.9,3367.47
2022.01,Spain,67,106.96,29.24,79.87,127.62,3304.96
2022.01,Cyprus,68,105.24,22.93,22.93,141.95,4303.87
2022.01,Germany,69,104.64,31.14,170.27,126.56,2419.99
2022.01,Bulgaria,70,102.55,29.42,86.19,92.35,2942
2022.01,Slovenia,71,100.3,26.48,29.4,140.73,3195.64
2022.01,Slovakia,72,100.3,28.21,52.06,166.98,2698.42
2022.01,Malta,73,99.38,29.1,75.5,112.29,2599.79
2022.01,Sweden,74,99.11,29.43,86.65,134.97,2377.13
2022.01,Croatia,75,96.76,26.89,32.53,98.44,2942.23
2022.01,Netherlands,76,95.69,27.4,38.26,160.76,2442.27
2022.01,Norway,77,93.8,26.91,32.67,122.03,2513.51
2022.01,Lithuania,78,93.52,26.03,27.11,80.26,2843.99
2022.01,Switzerland,79,93.32,28.5,58.72,115.94,2151.77
2022.01,Czech Republic,80,91.32,29.45,87.38,74.54,1926.34
2022.01,North Macedonia,81,90.68,26.3,28.35,97.92,2416.57
2022.01,Bosnia And Herzegovina,82,90.37,25.99,26.95,70.68,2579.32
2022.01,Iceland,83,89.92,19.77,19.77,79.14,3227.03
2022.01,Denmark,84,87.31,28.52,59.24,120.08,1610.1
2022.01,Estonia,85,85.93,24.51,24.51,99.55,2161.93
2022.01,Finland,86,84.67,27.8,44.15,74.8,1728.96
2022.01,Austria,87,80.36,25.55,25.74,73.01,1696.64
2022.06,Nigeria,1,315.25,63.39,20310.3,437.19,7820.2
2022.06,Costa Rica,2,300.05,60.19,16038.08,331.48,9028.5
2022.06,Sri Lanka,3,272.5,56.89,12283.77,377.1,7286.93
2022.06,Bangladesh,4,260.66,57.51,12939.77,329.02,5077.56
2022.06,Kenya,5,244.7,52.13,7935.92,275.93,7546.57
2022.06,Egypt,6,230.67,48.29,5251.39,284.25,8660.2
2022.06,Peru,7,220.44,49.6,6086.1,261.44,5876.84
2022.06,Iran,8,212.8,46.72,4353.25,234.71,7186.67
2022.06,India,9,203.79,46.4,4180.15,240.91,5962.2
2022.06,Colombia,10,203.01,47.9,5015.68,216.63,4840.18
2022.06,Indonesia,11,195.91,43.38,2778.77,239.8,7110.95
2022.06,Turkey,12,190.69,44.01,3042.25,210.52,5931.37
2022.06,Jordan,13,190.52,41.23,1991.57,216.07,8092.78
2022.06,South Africa,14,190.39,39.18,1389.66,242.79,9672.82
2022.06,Philippines,15,188.05,42.88,2578.6,238.16,6234.87
2022.06,Lebanon,16,185.34,38.69,1266.11,214.58,9295.95
2022.06,Russia,17,178.9,44.1,3077.3,187.57,4308.39
2022.06,Mexico,18,175.08,39.15,1382.42,236.93,6947.85
2022.06,Thailand,19,174.95,39.07,1361.63,225.93,7046.82
2022.06,Brazil,20,173.99,41.11,1953.56,205.93,5523.68
2022.06,Argentina,21,173.49,43.39,2783.56,188.82,4044.46
2022.06,Malaysia,22,169.68,37.22,938.23,189.01,7758.68
2022.06,United Arab Emirates,23,168.3,36.1,730.34,248.45,7994.99
2022.06,Panama,24,165.91,36.66,830.42,191.96,7496.34
2022.06,Puerto Rico,25,163.3,34.85,536.01,171.91,8498.41
2022.06,Pakistan,26,163.24,38.22,1153.74,196.98,5932.23
2022.06,Ecuador,27,162.79,37.88,1077.8,175.38,6216.03
2022.06,Azerbaijan,28,161.12,39.64,1513.19,204.39,4662.68
2022.06,Kuwait,29,153.72,33.37,355.48,179.35,7762.04
2022.06,Israel,30,153.34,36.4,782.56,169.75,5766.71
2022.06,United States,31,151.46,32.88,305.94,241.58,7318.49
2022.06,Ireland,32,149.37,37.91,1083.49,173.05,4276.51
2022.06,China,33,148.94,39.51,1477.53,166.93,3371.79
2022.06,Singapore,34,147.22,41.19,1977.78,146.45,2445.56
2022.06,Australia,35,147,34.68,513.42,206.84,5666.85
2022.06,Hong Kong,36,146.91,42.86,2572.98,151.56,1681.71
2022.06,Belgium,37,146.21,36.36,775.28,189.29,4658.44
2022.06,Venezuela,38,144.35,33.14,331.86,195.39,6242.74
2022.06,Ukraine,39,143.77,37.87,1074.99,133.07,3791.76
2022.06,South Korea,40,143.04,39.65,1515.23,149.91,2726.9
2022.06,Qatar,41,139.72,29.96,107.86,152.61,7571.55
2022.06,Canada,42,139.22,33.56,376.55,176.38,5324.28
2022.06,Japan,43,137.27,40.65,1807.84,153.72,1738.95
2022.06,Uruguay,44,137.26,37.31,957.96,146.53,3235.89
2022.06,Morocco,45,135.81,36.88,871.28,150.77,3264.6
2022.06,Saudi Arabia,46,135.14,29.04,73.39,179.71,7079.15
2022.06,Kazakhstan,47,133.9,34.73,520.31,148.28,4119.35
2022.06,United Kingdom,48,132.74,34.43,480.32,157.75,4075.14
2022.06,Greece,49,132.69,33.68,389.67,141.93,4536.24
2022.06,Italy,50,130.9,33.61,381.95,157.36,4250.61
2022.06,Chile,51,129.31,35.79,677.74,112.78,3234.5
2022.06,New Zealand,52,127.37,30.73,145.54,160.42,5171.38
2022.06,France,53,126.69,34.67,511.31,138.63,3321.52
2022.06,Hungary,54,126.27,35.61,650.08,131.19,2884.42
2022.06,Romania,55,123.44,33.38,356.9,130.27,3570.92
2022.06,Georgia,56,122.36,35.59,646.36,142.69,2440.14
2022.06,Oman,57,120.72,22.63,22.63,276.58,5883.03
2022.06,Tunisia,58,119.39,32.51,272.77,101.33,3635.18
2022.06,Luxembourg,59,119.22,31.66,204.78,120.84,3875.87
2022.06,Poland,60,116.82,32.32,256.59,111.71,3353.35
2022.06,Taiwan,61,114.82,31.68,205.89,127.02,3309.15
2022.06,Portugal,62,111.71,29.64,94.63,119.63,3769.74
2022.06,Serbia,63,110.84,31.02,162.79,121.56,3139.76
2022.06,Vietnam,64,110.38,29.68,95.94,118.48,3603.28
2022.06,Latvia,65,109.45,30.25,120.76,119.56,3281.35
2022.06,Belarus,66,107.74,29.86,103.32,95.57,3356.72
2022.06,Spain,67,106.28,29.2,78.58,126.82,3243.47
2022.06,Cyprus,68,106.08,23.14,23.14,143.21,4377.05
2022.06,Germany,69,104.76,31.14,169.9,125.56,2438.73
2022.06,Malta,70,101.55,30.02,110.46,112.27,2542.14
2022.06,Bulgaria,71,100.52,29.01,72.66,90.78,2857.97
2022.06,Slovakia,72,100.1,28.1,49.78,166.36,2709.28
2022.06,Slovenia,73,99.76,26.32,28.44,139.64,3168.79
2022.06,Sweden,74,98.39,29.42,86.2,133.22,2318.08
2022.06,Croatia,75,96.39,26.74,31.23,98.98,2928.59
2022.06,Norway,76,93.47,26.87,32.31,121.37,2489.96
2022.06,Netherlands,77,92.68,26.63,30.37,155.52,2310.74
2022.06,Switzerland,78,92.33,28.37,55.56,114.05,2100.13
2022.06,Bosnia And Herzegovina,79,92.32,26.22,27.93,72.56,2734.85
2022.06,Czech Republic,80,90.69,29.37,84.46,72.32,1903.6
2022.06,Lithuania,81,90.5,25.31,25.35,76.9,2640.42
2022.06,North Macedonia,82,90.02,25.98,26.94,97.21,2399.59
2022.06,Iceland,83,89.87,19.96,19.96,78.17,3203.23
2022.06,Denmark,84,86.73,28.41,56.55,119.36,1589.83
2022.06,Estonia,85,84.39,23.97,23.97,96.82,2086.86
2022.06,Finland,86,83.73,27.58,40.76,73.81,1695.33
2022.06,Austria,87,80,25.38,25.45,72.46,1685.97
2023.01,Nigeria,1,315.2,63.4,20310.3,437.2,7820.2
2023.01,Sri Lanka,2,272.5,56.9,12283.8,377.1,7286.9
2023.01,Bangladesh,3,262.3,57.4,12825.9,328.9,5406.3
2023.01,Kenya,4,242.1,51.6,7525.9,273,7600.8
2023.01,Egypt,5,229.9,48.2,5176.6,282.2,8638.8
2023.01,Peru,6,220.4,49.6,6086.1,261.4,5876.8
2023.01,Iran,7,215.4,47.3,4653.2,235.5,7146.6
2023.01,India,8,203.9,46.4,4177.9,240.7,5987.5
2023.01,Colombia,9,203.6,47.9,5017,216.7,4924.5
2023.01,Indonesia,10,191.7,42.7,2515,236.1,6972.1
2023.01,South Africa,11,189.9,39.1,1366.9,241.9,9652.6
2023.01,Turkey,12,189.8,43.9,2976.8,209.2,5911.3
2023.01,Jordan,13,189.5,41,1924.2,214.6,8090.1
2023.01,Philippines,14,187.9,42.9,2603.9,238.7,6153.7
2023.01,Lebanon,15,185.3,38.7,1266.1,214.6,9295.9
2023.01,Russia,16,177.9,43.9,2985.5,185.7,4318.7
2023.01,Mexico,17,175.4,39.3,1413.8,236.9,6913.1
2023.01,Argentina,18,175,43.7,2928.2,191,4004
2023.01,Thailand,19,174.4,39,1331.3,227.4,7043.1
2023.01,Brazil,20,173.3,41,1922.4,204.8,5495.8
2023.01,Malaysia,21,168.4,37,888.5,188,7726.9
2023.01,United Arab Emirates,22,168,36.1,725.7,248.1,7968.9
2023.01,Pakistan,23,163.1,38.1,1136.2,198.1,5950.5
2023.01,Ecuador,24,161.9,37.8,1063.4,173.9,6122.2
2023.01,Azerbaijan,25,160.6,39.6,1515.1,202.6,4592.4
2023.01,Panama,26,156.3,35.1,578.1,177.8,7012.7
2023.01,Australia,27,154.2,36.1,724.1,214.6,5868.6
2023.01,Israel,28,154.1,36.4,784.8,169.3,5881
2023.01,Kuwait,29,153.7,33.4,355.5,179.4,7762
2023.01,United States,30,152.2,33.1,323.2,241.6,7335.3
2023.01,Ireland,31,149.5,37.9,1083,172.5,4299.8
2023.01,Singapore,32,148.4,41.4,2040,146.6,2476
2023.01,Belgium,33,146.2,36.3,764,187.8,4705.4
2023.01,Hong Kong (China),34,146.1,42.7,2498.7,150.4,1694.5
2023.01,China,35,144.8,38.8,1297.1,163.6,3267.2
2023.01,Venezuela,36,144.3,33.1,331.9,195.4,6242.7
2023.01,South Korea,37,143.7,39.8,1564.1,149.8,2717
2023.01,Ukraine,38,143.5,37.8,1057.4,132.2,3802.8
2023.01,Canada,39,140.1,33.7,393.3,178.7,5361.3
2023.01,Qatar,40,138.3,29.7,95.5,151.4,7499.4
2023.01,Uruguay,41,137.3,37.3,958,146.5,3235.9
2023.01,Morocco,42,137.1,37,904.7,149.9,3333
2023.01,Saudi Arabia,43,136.8,29.4,85,182.3,7175.5
2023.01,United Kingdom,44,133.8,34.6,508.6,160.9,4081.1
2023.01,Japan,45,133.7,40,1613.2,150.7,1702.6
2023.01,Greece,46,133.1,33.7,395.4,144.1,4547
2023.01,Kazakhstan,47,131.8,34.5,486.6,144.3,4004.3
2023.01,New Zealand,48,130.4,31.4,185.6,161.6,5283.1
2023.01,Italy,49,130.1,33.5,368.5,155.6,4223.2
2023.01,France,50,128.8,35,552.6,143.6,3401
2023.01,Chile,51,128.2,35.5,638.1,112.3,3226.7
2023.01,Hungary,52,126,35.6,653.2,131.1,2850.2
2023.01,Romania,53,123.9,33.5,370.4,130.1,3565.6
2023.01,Oman,54,120.7,22.6,22.6,276.6,5883
2023.01,Georgia,55,120.6,35.7,656.9,138,2260.5
2023.01,Taiwan (China),56,116.8,32,227.2,132.5,3390
2023.01,Poland,57,114.4,32.1,235.6,109.7,3196.4
2023.01,Serbia,58,111.7,31.1,169.3,123.6,3187.9
2023.01,Portugal,59,110.9,29.5,88.4,118.3,3732.8
2023.01,Vietnam,60,110,29.6,92.3,117.8,3595.6
2023.01,Luxembourg,61,108.9,29.1,77,117.1,3623.4
2023.01,Belarus,62,108.2,29.9,104.9,95.1,3396.9
2023.01,Latvia,63,107.9,29.7,97.4,118.7,3295.3
2023.01,Cyprus,64,105.2,22.9,22.9,141.5,4300.9
2023.01,Spain,65,105.2,29.1,74,125.1,3171.9
2023.01,Germany,66,105.1,31.2,173.9,124.4,2452.1
2023.01,Slovakia,67,100.9,28.1,49.9,164.1,2800.5
2023.01,Bulgaria,68,99.4,28.9,70.2,89.1,2766.4
2023.01,Slovenia,69,99.2,26.1,27.4,137.6,3156.9
2023.01,Malta,70,98.6,29.2,80.1,109.9,2488.3
2023.01,Sweden,71,98.2,29.4,84.8,132.7,2309.2
2023.01,Croatia,72,96.1,26.5,29.8,98,2936.3
2023.01,Bosnia And Herzegovina,73,95.1,27.1,34.5,102.8,2705.8
2023.01,Switzerland,74,93.3,28.4,56.2,114.5,2182.2
2023.01,Norway,75,92.6,26.7,31.1,119.6,2438.5
2023.01,Czech Republic,76,90.6,29.5,88.5,71.7,1872.7
2023.01,Lithuania,77,89.6,25,25,75.5,2587.8
2023.01,Netherlands,78,89.4,25.5,25.7,149,2170.3
2023.01,North Macedonia,79,89.4,25.7,26,96.5,2379
2023.01,Iceland,80,88.9,20.6,20.6,77.7,3020.9
2023.01,Denmark,81,87.5,28.5,59.3,119.1,1625
2023.01,Estonia,82,84,23.8,23.8,95.2,2076.9
2023.01,Finland,83,82.6,27.2,36,72.8,1665.6
2023.01,Austria,84,79.1,24.8,24.8,79.6,1630.6
