Year,Country,Quality of Life Rank,Quality of Life Index,Purchasing Power Index,Safety Index,Health Care Index,Cost of Living Index,Property Price to Income Ratio,Traffic Commute Time Index,Pollution Index,Climate Index
2017.06,Pakistan,48,94.23,35.88,46.68,56.85,27.65,11.82,40.07,77.88,69.33
2019.01,Italy,36,145.69,77.49,54.98,67.14,69.25,9.97,34.69,53.75,91.25
2018.06,Pakistan,59,103.03,41.61,52.09,58.95,22.17,13.61,42.24,75.53,72.2
2019.01,Japan,12,180.5,103.12,86.27,80.4,83.33,11.25,40.03,37.08,84.79
2019.06,Pakistan,60,105.83,36.1,55.42,60.51,18.58,14.14,37.99,74.78,72.99
2019.01,Jordan,54,112.94,41.73,56.18,66.12,54.98,7.67,42.43,80.39,89.05
2020.06,Pakistan,62,105.09,28.39,55.82,60.69,21,12.46,37.77,73.48,71.93
2019.01,Kazakhstan,69,87.17,38.83,33.49,51.27,29.83,11.51,29.75,74.25,39.78
2021.06,Pakistan,66,102.15,24.56,57.49,60.04,21.88,13.6,38.31,73.41,70.36
2019.01,Latvia,34,149.15,55.16,63.23,59.71,49.23,9.35,31.45,34.96,74.7
2022.06,Pakistan,70,103.07,24.45,58.44,59.54,17.78,13.35,38.22,73.67,70.82
2019.01,Lebanon,55,111.21,53.97,55.73,65.9,58.06,13.44,37.36,87.39,94.74
2014.06,Panama,39,93.65,38.23,57.47,85.56,51.61,11.14,27,49.36,
2019.01,Lithuania,29,156.36,60.34,63.49,67.58,45.91,11.11,27.15,30.84,69.86
2019.01,Malaysia,49,122.11,73.14,39.21,67.61,39.38,9.77,35.25,63.74,60.1
2019.06,Panama,58,110.04,38.96,54.53,59.86,52.98,12.75,37.33,63.97,67.84
2019.01,Mexico,47,123.48,49.98,47.7,69.72,32.71,10.19,39.08,66.02,86.29
2020.06,Panama,57,112.01,33.79,53.8,60.43,55.02,11.79,37.11,59.03,67.84
2019.01,Netherlands,6,188.91,102.54,71.43,77.81,74.83,7.38,29.87,27.45,87.45
2021.06,Panama,57,111.13,28.91,54.85,60.74,53.03,11.36,37.07,59.36,67.84
2019.01,New Zealand,9,185.58,101.09,60.45,73.62,72.62,8.34,31.19,22.74,95.46
2022.06,Panama,58,115.3,32.66,56.39,61.06,48.25,11.28,36.66,57.82,67.84
2019.06,Peru,71,88.14,37.42,35.42,56.26,38.82,14.75,49.16,84.6,97.69
2019.01,North Macedonia,56,110.64,39.83,60.71,58.98,31.58,13.65,27.94,80.85,76.3
2020.06,Peru,76,85.28,30.66,34.35,56.45,37.64,15.57,48.81,83.34,97.69
2019.01,Norway,10,181.86,103.61,64.68,74.14,100.99,8.4,27.12,19.86,71.16
2021.06,Peru,77,81.29,26.13,33.28,57.84,33.01,18.77,49.11,82.31,97.69
2019.01,Pakistan,60,104.63,38.61,53.27,60.58,20.4,14.06,38.63,75.89,72.99
2022.06,Peru,82,81.29,28.52,32.76,55.83,30.74,18.59,49.6,82.4,97.69
2019.01,Panama,53,113.12,41.34,53.57,61.41,51.45,12.67,36.48,62,67.84
2019.01,Philippines,67,90.73,29.46,59.17,65.87,35.09,21.83,44.15,74.47,60.23
2019.01,Poland,35,147.98,70,69.91,62.15,39.13,10.27,32.15,52.38,76.02
2014.06,Philippines,61,32.71,31.04,57.98,73.15,41.79,19.39,49.5,71.5,
2019.01,Portugal,22,163.5,55.19,67.87,70.72,50.39,12.71,29.02,31.58,97.55
2015.06,Philippines,48,60.06,50.32,63.11,73.77,36.05,18.65,46.09,71.92,
2019.01,Qatar,19,167.84,138.29,86.74,72.41,59.09,5.74,31.71,66.48,36.03
2016.06,Philippines,58,60.04,38.41,61.01,68.77,35.27,17.45,44.55,71.58,-37.67
2019.01,Romania,38,140.31,61.16,72.16,54.49,36.45,10.15,34.36,55.39,77.62
2017.06,Philippines,49,92.93,31.88,59.96,68.46,36.51,17.18,43.42,71.32,49.65
2019.01,Russia,59,104.94,45.38,58.07,57.63,35.52,12.39,46,62.8,46.53
2018.06,Philippines,63,94.62,31.75,59.58,66.64,32.78,19.45,45.31,74.13,60.82
2019.01,Saudi Arabia,32,152.72,118.59,70.27,59.07,47.61,2.89,29.61,67.26,41.42
2019.06,Philippines,70,88.23,27.21,58.91,66.45,36.97,23.63,43.87,74.55,60.81
2019.01,Serbia,51,119.83,39.9,62.73,52.56,35.39,18.62,29.74,58.86,83.23
2020.06,Philippines,78,79.18,21.38,57.78,67.52,39.25,29.92,44.6,74.24,61.11
2019.01,Singapore,28,156.91,103.77,78.53,70.3,69.79,21.56,42.15,32.29,57.45
2021.06,Philippines,78,78.12,18,57.54,67.19,39.11,30.2,43.65,73.69,61.03
2019.01,Slovakia,31,153.1,63.24,70.46,60.06,44.98,10.27,29.58,41.89,78.13
2022.06,Philippines,81,81.4,20.06,57.64,67.71,33.62,29.65,42.88,72.94,61.65
2019.01,Slovenia,15,175.98,75.38,77.43,62.81,52.51,10.16,24.81,24.33,78.08
2019.01,South Africa,40,135.31,82.97,23.2,62.56,42.49,4.11,40.33,56.95,95.97
2019.01,South Korea,33,149.53,103.4,65.95,84.51,76.93,17.58,40.02,54.19,68.39
2014.06,Poland,36,97.91,56.42,65.82,54.26,53.36,11.05,34.35,50.05,
2019.01,Spain,16,174.16,83.8,67.54,77.77,54.7,9.21,29.42,39.36,94.19
2015.06,Poland,28,141.79,90.97,67.69,58.44,39.62,9.91,33.97,49.43,
2019.01,Sri Lanka,66,95.3,27.34,58.97,72.3,30.24,26.32,51.9,57.69,59.11
2016.06,Poland,30,150.13,75.34,67.38,60.46,38.39,10.91,34.74,50.79,63.87
2019.01,Sweden,14,178.67,111.38,50.65,70.95,71.55,10.26,30.29,18.01,74.92
2017.06,Poland,27,141.3,64.79,69.81,62.33,43.5,9.83,34.12,51.09,75.59
2019.01,Switzerland,2,195.93,129.7,78.5,72.68,121.16,9.63,29.05,22.03,80.05
2018.06,Poland,36,147.53,75.17,64.52,62.48,38.69,10.04,32.8,52.15,75.85
2019.01,Taiwan,42,133.82,56.36,82.62,86.22,59.84,28.91,30.9,63.47,84.38
2019.06,Poland,36,145.9,66.06,70.33,62.52,39.38,10.95,31.68,52.88,75.85
2019.01,Thailand,61,103.26,40.86,53.34,79.06,47.54,21.94,39.4,72.21,69.45
2020.06,Poland,46,125.2,52.3,66.87,51.96,39.46,13.2,32.16,63.09,76.03
2019.01,Turkey,44,125.51,45.33,59.62,69.36,35.21,9.26,44.77,69.15,93.26
2021.06,Poland,43,127.79,43.61,69.5,56.15,41.75,14.13,31.34,57.34,76.01
2019.01,Ukraine,62,102.34,32.72,51.12,50.95,27.94,14.35,37.36,66.63,70.69
2022.06,Poland,40,132.16,60.65,67.87,54.57,35.06,13.49,32.32,60.06,76.03
2019.01,United Arab Emirates,20,167.81,119.6,83.68,67.99,56.16,4.4,37.46,53.11,45.23
2019.01,United Kingdom,17,170.81,105.73,57.28,74.71,65.28,9.16,34.62,39.43,87.82
2019.01,United States,13,179.2,122.03,52.87,69.41,69.91,3.58,32.87,33.95,77.51
2014.06,Portugal,23,122.57,51.81,65.41,66.04,67.78,8.7,28.97,30.87,
2019.01,Vietnam,68,88.82,33.33,51.22,54.54,37.7,19.66,28.33,87.13,71.24
2015.06,Portugal,25,159.57,87.27,63.71,66.61,50.55,7.91,30.31,32.69,
2020.01,Argentina,55,115.31,47.22,38.23,69.25,32.95,24.53,43.08,50.67,98.28
2016.06,Portugal,11,180.66,68.38,65.45,69.76,49.82,8.87,30.13,29.87,92.99
2020.01,Australia,4,186.21,107.31,58.64,77.38,73.54,7.52,34.73,23.46,92.7
2017.06,Portugal,13,159.59,55.75,65.09,69.73,54.63,9.24,31.12,29.79,97.31
2020.01,Austria,6,182.5,82.38,76.27,78.73,70.38,10.88,26.27,22.19,77.3
2018.06,Portugal,21,164.78,60.02,66.21,69.54,50.64,11.61,30.41,31.31,97.85
2020.01,Bangladesh,79,70.03,33.21,36.06,42.8,32.25,13.1,56.73,86.21,71.29
2019.06,Portugal,20,164.41,53.61,69.89,71.64,50.77,13.04,29.2,30.65,97.55
2020.01,Belarus,39,134.83,37,75.01,59.04,34.7,14.65,30.68,43.63,64.37
2020.06,Portugal,18,162.46,47.1,70.17,71.88,49.52,12.52,30.13,30.38,97.72
2020.01,Belgium,28,153.47,86.28,56.02,74.34,71.78,6.91,36.15,52.94,85.99
2021.06,Portugal,20,159.83,40.54,70.09,71.85,50.65,12.92,29.33,30.19,97.81
2020.01,Bosnia And Herzegovina,48,121.89,41.83,56.97,52.26,35.97,12.58,26.67,62.33,80.48
2022.06,Portugal,25,162.17,47.89,68.47,72.09,42.18,12.97,29.64,30.98,97.81
2020.01,Brazil,62,105.65,32.81,31.12,56.29,40.22,16.41,41.7,54.98,97.16
2020.01,Bulgaria,43,129.8,49.37,61.5,55.4,36.7,8.52,29.39,65.33,82.76
2014.06,Puerto Rico,29,111.13,81.51,33.33,59.31,73.71,5.28,28.4,50.53,
2020.01,Canada,18,163.47,95.09,60.33,71.58,67.62,7.97,33.87,27.83,50.57
2020.06,Puerto Rico,42,130.96,71.16,35.25,55.57,70.02,3.66,34.16,50.06,71.25
2020.01,Chile,49,119.76,42.5,54.77,65.44,43.62,14.93,35.44,65.78,90.21
2021.06,Puerto Rico,41,128.21,61.16,37.16,57.32,67.84,4.15,34.16,50.24,71.25
2020.01,China,66,102.81,60.88,68.17,64.48,40.04,29.06,41.81,80.77,79.19
2022.06,Puerto Rico,41,131.13,65.41,38.23,56.93,64.58,4.2,34.85,48.9,71.25
2020.01,Colombia,61,105.83,31.12,45.21,67.24,30.66,19.65,47.49,62.83,96.69
2014.06,Qatar,14,150.92,118.87,77.22,75,72.38,6,30.7,86.54,
2020.01,Croatia,23,159.01,50.42,75.29,62.68,49.7,13.73,29.11,30.46,89.05
2016.06,Qatar,41,135.57,131.01,79.59,68.88,67.98,5.68,31.96,80.34,9.26
2020.01,Cyprus,33,147.93,57.41,69.99,51.75,57.93,8.2,23.95,53.55,92.8
2020.01,Czech Republic,25,156.24,62.82,74.48,74.62,46.15,15.42,29.65,40.23,77.13
2018.06,Qatar,20,167.57,142.72,85.89,72.86,62.63,4.76,34.3,68.17,36.03
2020.01,Denmark,1,192.67,100.88,74.9,80,83,7.45,28.85,21.33,81.8
2019.06,Qatar,21,164.29,119.33,88,73.17,62.22,5.85,31.14,61.62,36.03
2020.01,Ecuador,47,125.14,36.08,49.1,70.59,40.98,12.7,37.55,57,94.51
2020.06,Qatar,22,156.9,99.82,88.1,73.03,67.54,6.03,30.49,60.41,36.03
2020.01,Egypt,73,86.54,22.41,53.08,45.84,29.54,13.01,49.78,85.65,91.98
2021.06,Qatar,27,151.48,84.85,87.87,73.19,61.93,6.13,30.45,60.19,36.03
2020.01,Estonia,10,177.82,71.3,76.86,72.67,50.93,9.06,24.53,19.81,64.28
2022.06,Qatar,27,155.64,98.13,85.85,73.67,60.56,6.95,29.96,60.05,36.03
2020.01,Finland,3,190.22,99.93,76.68,75.79,70.29,8.35,29.9,11.55,58.87
2020.01,France,26,153.95,80.36,53.21,79.99,74.14,13.04,34.76,43.56,90.25
2020.01,Georgia,53,115.95,24.88,79.79,51.24,28.48,14.21,36.02,71.09,84.2
2014.06,Romania,50,66.71,35.53,70.66,46.72,49.2,12.74,31.35,59.18,
2020.01,Germany,9,179.78,102.36,65.19,73.32,65.26,9.38,30.98,29.03,83
2015.06,Romania,40,107.45,61.17,70.01,48.51,36.86,10.69,33.28,50.1,
2020.01,Greece,40,133.07,43.68,59.68,56.21,55.67,10.6,33.84,52.55,94.18
2016.06,Romania,32,144.93,57.12,69.47,53.15,35.73,11.04,32.08,48.72,65.6
2020.01,Hong Kong,69,99.05,65.32,79.3,66.08,77.22,47.46,41.46,67.69,83.64
2017.06,Romania,31,138.19,57.4,71.47,53.84,38.71,8.79,32.49,51.21,74.62
2020.01,Hungary,44,128.16,47.55,64.92,47.8,40.85,14.77,35.78,48.29,79.48
2018.06,Romania,37,141.02,63.83,71.53,54.24,36.7,9.89,35.56,54.36,76.81
2020.01,Iceland,7,181.75,79.44,76.64,65.92,100.48,6.74,20.1,16.21,68.81
2019.06,Romania,40,135.71,54.2,72.16,54.99,36.07,11.2,34.84,56.55,77.62
2020.01,India,58,108.63,54.3,56.68,67.13,24.58,11.38,46.99,78.87,64.87
2020.06,Romania,40,131.69,46.7,72.18,55.46,36.23,10.96,34.75,58.79,77.69
2020.01,Indonesia,70,97.47,25.05,54.16,60.48,37.27,18.88,43.11,66.56,74.15
2021.06,Romania,40,130.86,41.89,71.7,55.98,36.77,10.25,33.97,58.65,77.62
2020.01,Iran,77,74.14,22.69,50.75,51.7,39.01,25.11,48.01,77.45,70.99
2022.06,Romania,42,131.09,48.84,67.5,56.51,34.93,11.1,33.38,58.52,76.5
2020.01,Ireland,27,153.53,80.88,54.57,51.89,75.91,7.49,37.68,33.99,89.13
2020.01,Israel,32,149.94,78.09,70.4,73.29,81.15,12.83,35.91,57.25,93.78
2020.01,Italy,37,140.76,65.59,55.74,66.59,67.26,9.71,34.42,55.63,92.27
2014.06,Russia,64,23.02,36.08,47.71,52.71,61.75,14.65,50.19,73.46,
2020.01,Japan,16,167.99,87.28,79.34,81.14,83.35,13,39.15,39.59,84.79
2015.06,Russia,49,59.76,62.05,50.66,53.74,44.27,14.76,46.82,70.37,
2020.01,Jordan,56,112.4,34.88,59.17,64.6,53.67,8.42,42.03,77.78,89.05
2016.06,Russia,55,86.53,52.6,52.64,55.42,35.63,13.3,48.41,64.45,9.2
2020.01,Kazakhstan,71,88.31,38.36,37.98,50.7,30.64,10.86,31.08,75.15,39.78
2017.06,Russia,50,91.73,45.2,54.3,56.13,44.48,12.44,49.5,63.83,38.04
2020.01,Kenya,78,70.56,27.32,38.34,55.59,40.21,31.63,56.65,76.6,99.79
2018.06,Russia,56,107.34,52.15,56.37,57.29,36.73,11.44,46.96,63.37,48.67
2020.01,Kuwait,54,115.75,85.59,65.25,56.21,50.37,12.28,34.44,68.69,20.22
2019.06,Russia,62,104.05,43.69,58.3,57.64,38.59,11.09,45.25,63.49,42.82
2020.01,Latvia,31,150,52.48,63.05,62.91,47.94,8.85,32.89,33.73,74.7
2020.06,Russia,70,101.57,35.96,59.4,58.01,33.66,11.3,45,62.58,39.51
2020.01,Lebanon,60,106.56,44.47,56.64,64.38,60.5,13.23,37.38,88.37,94.74
2021.06,Russia,70,97.91,35.53,60.01,58.53,36.76,15.31,44.53,62.63,39.84
2020.01,Lithuania,22,159.42,57.85,66.94,69.49,44.28,10.9,26.08,28.8,67.76
2022.06,Russia,69,103.19,42.22,60.68,59.86,48.07,16.89,44.1,60.83,48.95
2020.01,Malaysia,51,118.44,64.49,41.16,68.1,39.12,9.94,37.03,63.18,57.92
2020.01,Mexico,50,118.55,41.81,46.03,70.12,35.72,10.67,39.39,66.1,86.29
2020.01,Morocco,63,105.46,35.25,51.31,45.72,34.32,14.18,36.89,70.64,91.7
2014.06,Saudi Arabia,19,137.32,98.93,66.84,53.46,61.37,2.93,29.55,70.57,
2020.01,Netherlands,5,183.67,90.73,72.38,74.65,73.75,7.51,29.43,27.41,87.61
2015.06,Saudi Arabia,6,228.49,187.4,69.72,59.98,48.19,2.9,35.65,72.93,
2020.01,New Zealand,8,181.02,92.66,59.07,73.81,72.53,8.52,31.1,23.4,95.46
2016.06,Saudi Arabia,26,156.98,161.43,74.48,60.93,46.3,2.71,36.61,72.12,18.29
2020.01,Nigeria,80,55.65,13.52,36.23,51.59,31,16.7,61.08,87.63,60.75
2017.06,Saudi Arabia,29,139.86,119.44,72.86,60.29,50.22,2.84,34.98,73.13,32.01
2020.01,North Macedonia,57,110.46,37.15,61.33,56.38,31.59,12.6,27.61,80.23,76.3
2018.06,Saudi Arabia,34,151.8,130.44,63.15,58.9,46.59,2.72,32.65,68.41,41.42
2020.01,Norway,12,175.19,88.38,64.57,74.36,101.43,8.77,26.99,20.35,71.37
2019.06,Saudi Arabia,32,151.75,110.93,71.78,60.04,48.71,2.85,29.14,66.07,41.42
2020.01,Oman,17,167.09,80.97,79.21,58.15,49.28,9.08,22.8,37.74,67.22
2020.06,Saudi Arabia,30,148.94,93.84,73.32,60.42,49.15,2.72,28.45,64.34,45.98
2020.01,Pakistan,64,105.44,30.57,55.92,60.59,21.98,11.98,38.56,74.25,71.93
2021.06,Saudi Arabia,34,144.69,80.11,74.77,60.88,49.6,2.66,28.39,63.91,45.98
2020.01,Panama,59,108.36,34.23,52.81,59.93,54.16,12.6,36.48,63.09,67.84
2022.06,Saudi Arabia,33,150.17,93.26,75.38,61.16,50.35,2.87,29.04,63.28,45.98
2020.01,Peru,74,85.46,33.95,31.85,56.15,38.65,14.95,48.33,84.13,97.69
2020.01,Philippines,75,85.37,23.48,57.84,67.47,37.63,24.6,44.63,74.28,60.81
2020.01,Poland,36,141.83,59.61,71.5,61.01,40.04,11.38,31.72,54.46,76.14
2014.06,Serbia,51,66.56,36.59,58.44,54.68,50.74,16.41,24.57,50.95,
2020.01,Portugal,19,162.91,49.43,70.37,71.88,49.52,12.7,30,30.89,97.31
2015.06,Serbia,45,80.54,55.93,54.76,54.32,35.42,15.56,25.75,57.53,
2020.01,Qatar,21,162.29,111.69,88.14,73.3,64.04,5.82,29.72,61.06,36.03
2016.06,Serbia,40,135.95,44.83,60.05,55.81,34.55,17.58,27.87,55.88,82.68
2020.01,Romania,41,132.44,48.86,72.36,55.06,35.31,11.33,34.75,58.42,77.62
2017.06,Serbia,42,116.42,36.1,61.2,53.12,37.42,18,29.26,55.68,82.1
2020.01,Russia,67,102.31,38.94,58.88,57.59,39.21,10.77,45.3,62.79,40.36
2018.06,Serbia,48,122.57,43.05,61.65,54.18,36.13,18.13,29.09,57.92,83.26
2020.01,Saudi Arabia,30,150.56,100,73.82,59.11,48.34,2.79,28.61,65.09,45.98
2019.06,Serbia,53,117.7,37.94,62.37,52.01,36.3,19.41,30.2,58.6,83.23
2020.01,Serbia,52,116.3,36.72,62.59,51.27,35.72,18.94,30.43,60.32,83.23
2020.06,Serbia,53,116.08,36.04,62.27,51.74,36.98,17.9,31.02,61.21,83.23
2020.01,Singapore,34,144.39,88.96,69.43,70.84,81.1,22.31,41.31,33.48,57.45
2021.06,Serbia,51,117,34.16,61.9,51.96,37.62,15.89,30.77,61.66,83.23
2020.01,Slovakia,29,152.53,56.94,70.78,60.02,44.46,10.25,29.11,39.66,78.13
2022.06,Serbia,52,120.4,41.56,61.82,52.42,33.35,14.8,31.02,63.29,83.23
2020.01,Slovenia,13,172.15,66.31,78.93,64.58,53.43,10.49,27.3,24.06,77.56
2020.01,South Africa,42,131.97,73.61,22.51,64.14,42.87,3.93,39.43,57.3,95.25
2020.01,South Korea,38,139.02,85.21,71.98,81.97,78.18,17.37,39.57,62.48,68.39
2014.06,Singapore,38,93.84,65.17,81.18,62.97,100.98,21.66,44.36,43.01,
2020.01,Spain,15,169.82,72.03,68.04,78.88,53.77,9.37,29.1,39.99,94.19
2015.06,Singapore,26,152.09,117.65,82.92,66.6,88.12,23.87,45.41,37.97,
2020.01,Sri Lanka,76,85.16,24.45,59.78,72.53,31.61,31.14,59.01,59.14,59.11
2016.06,Singapore,53,88.86,97.99,83.51,70.86,87.83,20.94,42.15,37.69,-71.47
2020.01,Sweden,11,175.95,101.73,52.93,69.23,69.85,9.27,30.49,18.09,73.97
2017.06,Singapore,32,134.53,88.14,83.1,68.5,88.07,22.18,45.35,34.82,47.99
2020.01,Switzerland,2,192.01,119.53,78.4,72.44,122.4,8.68,29.09,22.39,79.24
2018.06,Singapore,29,156.17,99.15,84.41,69.25,80.4,21.18,42.51,33.09,57.45
2020.01,Taiwan,35,143.23,65.67,84.35,86.71,61.37,23.69,31.93,63.35,84.38
2019.06,Singapore,35,146.09,88.84,72.3,71.07,80.23,23.13,41.3,32.06,57.45
2020.01,Thailand,68,101.88,35.45,59.52,77.95,49.77,22.26,38.23,75.07,69.45
2020.06,Singapore,34,142.25,82.61,68.47,70.97,81.13,21.67,41.18,33.3,57.45
2020.01,Turkey,45,127.1,40.85,60.51,69.8,34.69,7.81,44.65,67.35,93.26
2021.06,Singapore,32,146.48,78.53,72.04,71.23,82.63,17.63,41.23,33.14,57.45
2020.01,Ukraine,65,104.77,31.8,51.15,52.33,33.18,12.23,38.65,65.08,71.42
2022.06,Singapore,28,154.54,94.65,72.78,71.09,79.09,16.78,41.19,33.02,57.45
2020.01,United Arab Emirates,24,156.67,91.58,84.3,67.04,61.98,5.29,36.85,51.15,45.23
2020.01,United Kingdom,20,162.71,91.73,56.29,74.46,67.28,10.09,34.53,40.56,87.62
2014.06,Slovakia,34,103.92,50.41,66.43,58.84,61.02,9.49,37.5,40.81,
2020.01,United States,14,172.11,109.52,52.8,69.27,71.05,3.52,32.89,36.88,77.54
2015.06,Slovakia,31,136.72,77.09,67.23,56.76,45.13,8.78,26.06,44.54,
2016.06,Slovakia,28,154.13,67.63,68.77,61.15,45.75,9.55,32.17,44.28,65.09
2020.01,Uruguay,46,125.98,37.46,46.19,66.28,51.04,16.34,39.89,44.84,98.04
2017.06,Slovakia,24,144.55,57.89,69.48,63.2,49.45,9.73,33.68,42.01,77.54
2020.01,Vietnam,72,87.48,28.14,54.65,57.7,38.34,21.36,30.17,86.47,71.24
2018.06,Slovakia,30,155.38,66.46,69.97,62.85,45.41,9.97,30.91,41.33,78.57
2021.01,Argentina,56,110.5,34.56,36.69,68.58,37.87,22.68,43.16,50.73,98.28
2019.06,Slovakia,28,154.53,61.83,70.82,60.46,44.65,10.08,28.42,40.64,78.13
2021.01,Australia,6,181.52,99.29,57.56,77.71,84.14,7.38,35.04,23.48,92.7
2020.06,Slovakia,28,149.93,53.39,70.19,60.23,46.8,11.03,28.57,39.99,78.13
2021.01,Austria,5,182.37,78.23,74.77,78.4,75.49,10.4,25.68,19.2,77.79
2021.06,Slovakia,30,147.09,45.65,69.63,60.19,47.32,11.08,27.91,39.5,78.13
2021.01,Azerbaijan,66,102.88,25.77,68.34,44.02,30.9,16.58,39.41,75.44,91.4
2022.06,Slovakia,32,150.5,53.84,69.46,60.14,41.03,12,28.1,38.57,78.13
2021.01,Bangladesh,81,65.27,24.07,35.78,42.7,33.31,14.43,58.53,84.91,72.91
2021.01,Belarus,60,107.35,31.96,39.73,44.44,30.69,16.79,30.05,44.47,64.37
2021.01,Belgium,26,150.89,76.54,55.83,75.2,78.52,6.91,36.24,50.27,86.03
2014.06,Slovenia,24,121.3,57.81,68.77,55.88,74.96,11.19,22,32.66,
2021.01,Bosnia And Herzegovina,46,125.71,42.56,56.99,53.48,38.56,10.75,25.89,60.71,80.48
2015.06,Slovenia,22,168.22,94.62,72.99,53.34,55.6,10.26,22.6,29.87,
2021.01,Brazil,62,104.75,28.66,32.15,57.33,31.82,16.13,41.71,54.53,92.39
2021.01,Bulgaria,44,126.34,40.26,61.88,56.13,40.92,8.97,29.39,64.48,82.76
2017.06,Slovenia,10,166.1,68.72,75.29,65.15,58.32,8.17,26.51,26.04,76.07
2021.01,Canada,20,159.99,82.76,58.81,71.8,70.08,7.53,33.72,28.13,56.75
2018.06,Slovenia,16,175.72,81.33,75.56,63.57,52.93,9.45,28.64,25.49,78.08
2021.01,Chile,70,99.9,33.33,47.92,63.72,49.33,17.6,35.56,78.96,90.21
2019.06,Slovenia,16,172.32,68.24,77.99,63.75,54.17,10.6,26.7,23.21,76.11
2021.01,China,65,103.15,57.47,69.83,66.38,42.54,29.02,40.89,81.47,80.15
2020.06,Slovenia,14,169.81,60.61,79.05,65.16,55.17,11.1,27.16,23.53,77.56
2021.01,Colombia,68,101.33,26.13,44.23,66.72,31,18.67,47.34,62.88,88.3
2021.06,Slovenia,15,165.74,52.08,77.72,65.19,56.4,11.67,26.93,22.65,77.56
2021.01,Costa Rica,48,121.65,39.01,44.66,62.92,50.64,10.07,60.19,44.07,99.48
2022.06,Slovenia,18,168.74,57.95,76.83,65.14,47.3,11.7,26.32,22.76,77.56
2021.01,Croatia,23,156.1,43.13,75.09,64.23,56.36,14.2,28.13,30.58,89.69
2021.01,Cyprus,33,144.06,52.34,68.03,52.71,64.05,7.12,23.44,56.77,93.34
2021.01,Czech Republic,22,156.33,56.4,74.69,75.37,49.18,15.46,29.72,36.3,77.13
2014.06,South Africa,31,109.18,94.77,21.14,60.92,49.55,3.32,42.41,59.16,
2021.01,Denmark,2,190.01,94.73,73.28,79.96,91.67,6.66,28.69,20.4,81.8
2015.06,South Africa,27,150.97,142.4,22.06,58.02,43.5,3.18,43.93,64.96,
2021.01,Ecuador,51,118.76,30.54,45.59,68.81,40.08,12.59,39.57,58.34,94.51
2016.06,South Africa,31,148.93,111.44,22.51,61.53,37.76,3.33,43.35,64.46,88.04
2021.01,Egypt,76,86.31,19.99,53.21,46.21,30.1,13.65,49.08,84.35,91.98
2017.06,South Africa,35,126.41,85.91,24.61,62.55,46.45,3.64,43.03,62.49,92.46
2021.01,Estonia,11,173.56,61.22,76.62,72.83,56.45,9.11,24.72,19.01,64.28
2018.06,South Africa,40,137.05,91.42,23.92,63.35,42.11,3.92,42.44,59.19,95.98
2021.01,Finland,4,182.79,89.05,72.99,76.4,77.46,8.64,28.96,11.86,56.64
2019.06,South Africa,39,135.75,81.3,22.98,63.27,43.74,3.78,39.88,56.2,95.97
2021.01,France,28,150.73,74.06,50.8,80.99,80.62,13.48,34.53,41.79,89.94
2020.06,South Africa,39,132.39,73.52,22.71,64.16,37.52,4.24,39.42,57.12,95.25
2021.01,Georgia,50,118.87,25.67,77.38,53.83,28.05,14.16,35.4,69.7,88.53
2021.06,South Africa,39,131.37,69.15,23.14,63.94,44.21,3.44,39.39,56.45,95.25
2021.01,Germany,8,176.76,93.72,64.58,73.77,70.62,9.12,31.36,27.48,82.97
2022.06,South Africa,38,136.55,77.84,24.63,63.95,37.94,3.25,39.18,56.39,95.25
2021.01,Greece,43,129.86,38.95,55.86,56.96,60.96,10.13,33.94,51.95,94.18
2021.01,Hong Kong,71,99.34,62.45,78.27,66.34,79.94,45.19,42.28,67.3,83.64
2014.06,South Korea,30,110.44,78.08,79.68,82.14,91.41,12.33,31.33,74.85,
2021.01,Hungary,37,134.01,49.81,65.19,51.64,42.75,11.6,35.81,47.81,79.48
2015.06,South Korea,14,194.35,138.27,83.1,73.35,77.8,13.91,25.81,51.63,
2021.01,Iceland,7,179.1,71.88,75.87,65.69,96.77,6.31,19.98,16.24,68.81
2016.06,South Korea,21,167.52,108.37,85.01,88.43,74.45,13.17,33.27,50.28,49.03
2021.01,India,63,104.52,47.13,55.28,66.25,25.16,11.31,46.66,79.62,65.3
2017.06,South Korea,25,142.67,89.74,70.6,82.46,81.07,14.28,35.96,52.48,65.86
2021.01,Indonesia,74,90.1,20.89,53.77,60.49,37.44,22.01,43.4,67.08,68.48
2018.06,South Korea,31,153.74,107.67,63.09,84.34,76.62,15.28,37.74,53.4,68.39
2021.01,Iran,82,64.73,19,50.81,52.25,41.34,34.24,47.43,76.13,70.99
2019.06,South Korea,33,151.19,99.13,70.76,83.59,75.16,16.23,39.6,54.8,68.39
2021.01,Ireland,27,150.89,73.84,54.98,52.78,83.11,7.4,37.7,33.59,89.13
2020.06,South Korea,37,136.27,81.67,72.67,82.26,75.93,19.41,39.86,62.25,68.39
2021.01,Israel,32,144.14,70.36,68.79,73.76,86.63,13.68,35.76,58.42,93.78
2021.06,South Korea,45,124.73,69.44,73.32,82.36,76.46,26.08,40.22,62.42,68.39
2021.01,Italy,36,138.63,58.7,55.63,66.77,73.11,9.52,34.17,53.93,91.48
2022.06,South Korea,43,130.82,81.3,73.87,83.04,66.95,26.51,39.65,62.42,68.39
2021.01,Japan,17,162.32,76.53,78.05,80.68,87.77,13.04,39.85,39.4,85.27
