Matching Event,Pattern
Education Reform,"{'country_b_id_fk': 153, 'start_year_a_fk': 1990, 'start_year_b_fk': 2000, 'pattern_length_fk': 14, 'indexes': 3, 'avg_corr': 0.93653, 'orgs': 1, 'Power': 0, 'Sectors': ""['Unknown', 'Trade Sector']"", 'country_a_id_fk': 73, 'country_a_name': 'Finland', 'country_b_name': 'Netherlands'}"
Education Reform,"{'country_b_id_fk': 153, 'start_year_a_fk': 1990, 'start_year_b_fk': 2005, 'pattern_length_fk': 14, 'indexes': 3, 'avg_corr': 0.9290566666666666, 'orgs': 1, 'Power': 0, 'Sectors': ""['Unknown', 'Trade Sector']"", 'country_a_id_fk': 73, 'country_a_name': 'Finland', 'country_b_name': 'Netherlands'}"
Education Reform,"{'country_b_id_fk': 153, 'start_year_a_fk': 1990, 'start_year_b_fk': 2000, 'pattern_length_fk': 19, 'indexes': 3, 'avg_corr': 0.9313613043478262, 'orgs': 1, 'Power': 0, 'Sectors': ""['Unknown', 'Trade Sector']"", 'country_a_id_fk': 73, 'country_a_name': 'Finland', 'country_b_name': 'Netherlands'}"
Public Health Campaign,"{'country_b_id_fk': 153, 'start_year_a_fk': 1990, 'start_year_b_fk': 1995, 'pattern_length_fk': 20, 'indexes': 2, 'avg_corr': 0.9683215384615386, 'orgs': 1, 'Power': 0, 'Sectors': ""['Unknown', 'Trade Sector']"", 'country_a_id_fk': 73, 'country_a_name': 'Finland', 'country_b_name': 'Netherlands'}"
Technological Innovation,"{'country_b_id_fk': 153, 'start_year_a_fk': 1990, 'start_year_b_fk': 1992, 'pattern_length_fk': 9, 'indexes': 2, 'avg_corr': 0.925245, 'orgs': 1, 'Power': 0, 'Sectors': ""['Unknown']"", 'country_a_id_fk': 73, 'country_a_name': 'Finland', 'country_b_name': 'Netherlands'}"
Climate Action Plan,"{'country_b_id_fk': 153, 'start_year_a_fk': 1990, 'start_year_b_fk': 1992, 'pattern_length_fk': 30, 'indexes': 4, 'avg_corr': 0.9665856, 'orgs': 1, 'Power': 0, 'Sectors': ""['Unknown', 'Trade Sector']"", 'country_a_id_fk': 73, 'country_a_name': 'Finland', 'country_b_name': 'Netherlands'}"
Climate Change Commitment,"{'country_b_id_fk': 156, 'start_year_a_fk': 2008, 'start_year_b_fk': 2008, 'pattern_length_fk': 8, 'indexes': 2, 'avg_corr': 0.947585, 'orgs': 1, 'Power': 0, 'Sectors': ""['Human Rights Development', 'Social Sector']"", 'country_a_id_fk': 73, 'country_a_name': 'Finland', 'country_b_name': 'New Zealand'}"
Environmental Policy,"{'country_b_id_fk': 153, 'start_year_a_fk': 1990, 'start_year_b_fk': 1990, 'pattern_length_fk': 27, 'indexes': 4, 'avg_corr': 0.963774, 'orgs': 1, 'Power': 0, 'Sectors': ""['Unknown', 'Trade Sector']"", 'country_a_id_fk': 73, 'country_a_name': 'Finland', 'country_b_name': 'Netherlands'}"
Education Reform,"{'country_b_id_fk': 153, 'start_year_a_fk': 1990, 'start_year_b_fk': 1993, 'pattern_length_fk': 26, 'indexes': 4, 'avg_corr': 0.9480484, 'orgs': 1, 'Power': 0, 'Sectors': ""['Unknown', 'Trade Sector']"", 'country_a_id_fk': 73, 'country_a_name': 'Finland', 'country_b_name': 'Netherlands'}"
Renewable Energy Expansion,"{'country_b_id_fk': 165, 'start_year_a_fk': 2000, 'start_year_b_fk': 2000, 'pattern_length_fk': 18, 'indexes': 2, 'avg_corr': 0.910345, 'orgs': 1, 'Power': 0, 'Sectors': ""['Military Sector']"", 'country_a_id_fk': 74, 'country_a_name': 'France', 'country_b_name': 'Norway'}"
Cultural Heritage Preservation,"{'country_b_id_fk': 165, 'start_year_a_fk': 1990, 'start_year_b_fk': 1997, 'pattern_length_fk': 21, 'indexes': 2, 'avg_corr': 0.9633633333333332, 'orgs': 1, 'Power': 0, 'Sectors': ""['Unknown']"", 'country_a_id_fk': 74, 'country_a_name': 'France', 'country_b_name': 'Norway'}"
International Relations,"{'country_b_id_fk': 165, 'start_year_a_fk': 1990, 'start_year_b_fk': 1992, 'pattern_length_fk': 22, 'indexes': 5, 'avg_corr': 0.936227894736842, 'orgs': 1, 'Power': 0, 'Sectors': ""['Unknown', 'Trade Sector']"", 'country_a_id_fk': 74, 'country_a_name': 'France', 'country_b_name': 'Norway'}"
Cultural Diversity Initiative,"{'country_b_id_fk': 165, 'start_year_a_fk': 1998, 'start_year_b_fk': 1993, 'pattern_length_fk': 11, 'indexes': 2, 'avg_corr': 0.932455, 'orgs': 1, 'Power': 0, 'Sectors': ""['Trade Sector']"", 'country_a_id_fk': 74, 'country_a_name': 'France', 'country_b_name': 'Norway'}"
International Relations,"{'country_b_id_fk': 165, 'start_year_a_fk': 1998, 'start_year_b_fk': 1990, 'pattern_length_fk': 14, 'indexes': 2, 'avg_corr': 0.92644, 'orgs': 1, 'Power': 0, 'Sectors': ""['Trade Sector']"", 'country_a_id_fk': 74, 'country_a_name': 'France', 'country_b_name': 'Norway'}"
Cultural Heritage,"{'country_b_id_fk': 169, 'start_year_a_fk': 2009, 'start_year_b_fk': 2008, 'pattern_length_fk': 6, 'indexes': 2, 'avg_corr': 0.964175, 'orgs': 1, 'Power': 0, 'Sectors': ""['Sovereignty', 'Social Sector']"", 'country_a_id_fk': 74, 'country_a_name': 'France', 'country_b_name': 'Palestine'}"
Cultural Heritage Protection,"{'country_b_id_fk': 165, 'start_year_a_fk': 1990, 'start_year_b_fk': 1990, 'pattern_length_fk': 24, 'indexes': 4, 'avg_corr': 0.9744171739130436, 'orgs': 1, 'Power': 0, 'Sectors': ""['Unknown', 'Trade Sector']"", 'country_a_id_fk': 74, 'country_a_name': 'France', 'country_b_name': 'Norway'}"
Environmental Policy,"{'country_b_id_fk': 165, 'start_year_a_fk': 1990, 'start_year_b_fk': 1993, 'pattern_length_fk': 24, 'indexes': 3, 'avg_corr': 0.9357225, 'orgs': 1, 'Power': 0, 'Sectors': ""['Unknown']"", 'country_a_id_fk': 74, 'country_a_name': 'France', 'country_b_name': 'Norway'}"
Economic Stimulus Package,"{'country_b_id_fk': 166, 'start_year_a_fk': 2006, 'start_year_b_fk': 2007, 'pattern_length_fk': 3, 'indexes': 2, 'avg_corr': 0.97993, 'orgs': 2, 'Power': 0, 'Sectors': ""['Military Sector', 'Political State Sector']"", 'country_a_id_fk': 74, 'country_a_name': 'France', 'country_b_name': 'Oman'}"
Renewable Energy Expansion,"{'country_b_id_fk': 165, 'start_year_a_fk': 1991, 'start_year_b_fk': 1991, 'pattern_length_fk': 27, 'indexes': 2, 'avg_corr': 0.956965, 'orgs': 1, 'Power': 0, 'Sectors': ""['Unknown']"", 'country_a_id_fk': 74, 'country_a_name': 'France', 'country_b_name': 'Norway'}"
Renewable Energy Expansion,"{'country_b_id_fk': 165, 'start_year_a_fk': 1990, 'start_year_b_fk': 1990, 'pattern_length_fk': 28, 'indexes': 3, 'avg_corr': 0.9603326666666666, 'orgs': 1, 'Power': 0, 'Sectors': ""['Unknown', 'Trade Sector']"", 'country_a_id_fk': 74, 'country_a_name': 'France', 'country_b_name': 'Norway'}"
International Diplomacy,"{'country_b_id_fk': 165, 'start_year_a_fk': 1991, 'start_year_b_fk': 1990, 'pattern_length_fk': 28, 'indexes': 2, 'avg_corr': 0.9748766666666666, 'orgs': 1, 'Power': 0, 'Sectors': ""['Unknown']"", 'country_a_id_fk': 74, 'country_a_name': 'France', 'country_b_name': 'Norway'}"
Cultural Diversity Initiative,"{'country_b_id_fk': 165, 'start_year_a_fk': 2003, 'start_year_b_fk': 1998, 'pattern_length_fk': 6, 'indexes': 2, 'avg_corr': 0.9241533333333332, 'orgs': 1, 'Power': 0, 'Sectors': ""['Unknown', 'Trade Sector']"", 'country_a_id_fk': 74, 'country_a_name': 'France', 'country_b_name': 'Norway'}"
Cultural Heritage Preservation,"{'country_b_id_fk': 165, 'start_year_a_fk': 2008, 'start_year_b_fk': 2015, 'pattern_length_fk': 3, 'indexes': 2, 'avg_corr': 0.9849333333333332, 'orgs': 2, 'Power': 0, 'Sectors': ""['Social Sector', 'Trade Sector']"", 'country_a_id_fk': 74, 'country_a_name': 'France', 'country_b_name': 'Norway'}"
Education Reform,"{'country_b_id_fk': 165, 'start_year_a_fk': 2009, 'start_year_b_fk': 2010, 'pattern_length_fk': 3, 'indexes': 2, 'avg_corr': 0.9976266666666668, 'orgs': 2, 'Power': 0, 'Sectors': ""['Sovereignty', 'Trade Sector']"", 'country_a_id_fk': 74, 'country_a_name': 'France', 'country_b_name': 'Norway'}"
International Relations,"{'country_b_id_fk': 165, 'start_year_a_fk': 2009, 'start_year_b_fk': 2011, 'pattern_length_fk': 3, 'indexes': 2, 'avg_corr': 0.9784933333333332, 'orgs': 2, 'Power': 0, 'Sectors': ""['Sovereignty', 'Trade Sector']"", 'country_a_id_fk': 74, 'country_a_name': 'France', 'country_b_name': 'Norway'}"
Cultural Heritage Protection,"{'country_b_id_fk': 165, 'start_year_a_fk': 2009, 'start_year_b_fk': 2009, 'pattern_length_fk': 5, 'indexes': 3, 'avg_corr': 0.9482216666666666, 'orgs': 3, 'Power': 0, 'Sectors': ""['Sovereignty', 'Unknown']"", 'country_a_id_fk': 74, 'country_a_name': 'France', 'country_b_name': 'Norway'}"
Renewable Energy Investment,"{'country_b_id_fk': 165, 'start_year_a_fk': 2003, 'start_year_b_fk': 2008, 'pattern_length_fk': 4, 'indexes': 2, 'avg_corr': 0.984265, 'orgs': 1, 'Power': 0, 'Sectors': ""['Finance Economy Sector', 'Unknown']"", 'country_a_id_fk': 74, 'country_a_name': 'France', 'country_b_name': 'Norway'}"
COVID-19 Pandemic Response,"{'country_b_id_fk': 14, 'start_year_a_fk': 1990, 'start_year_b_fk': 1990, 'pattern_length_fk': 31, 'indexes': 5, 'avg_corr': 0.97769, 'orgs': 1, 'Power': 5.186614, 'Sectors': ""['Trade Sector', 'Unknown']"", 'event_correlation_score': 38.70752689952432, 'country_a_id_fk': 81, 'event_correlation_count': 1, 'similar_event_year_a': 1990.0, 'similar_raw_event': 'Economic Integration', 'similar_event_year_b': 1990.0, 'country_a_name': 'Germany', 'country_b_name': 'Austria'}"
Climate Action Plan,"{'country_b_id_fk': 216, 'start_year_a_fk': 1990, 'start_year_b_fk': 1991, 'pattern_length_fk': 30, 'indexes': 5, 'avg_corr': 0.9506474074074076, 'orgs': 1, 'Power': 5.070388444444444, 'Sectors': ""['Trade Sector', 'Unknown']"", 'event_correlation_score': 33.41031075853509, 'country_a_id_fk': 81, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Germany', 'country_b_name': 'Switzerland'}"
Flood Disaster,"{'country_b_id_fk': 21, 'start_year_a_fk': 1990, 'start_year_b_fk': 1990, 'pattern_length_fk': 32, 'indexes': 4, 'avg_corr': 0.9798992, 'orgs': 1, 'Power': 4.98793952, 'Sectors': ""['Trade Sector', 'Unknown']"", 'event_correlation_score': 37.83452074599055, 'country_a_id_fk': 81, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Germany', 'country_b_name': 'Belgium'}"
COVID-19 Pandemic Response,"{'country_b_id_fk': 177, 'start_year_a_fk': 1990, 'start_year_b_fk': 1990, 'pattern_length_fk': 31, 'indexes': 4, 'avg_corr': 0.985406153846154, 'orgs': 1, 'Power': 4.891243692307692, 'Sectors': ""['Trade Sector', 'Unknown']"", 'event_correlation_score': 34.53926302130646, 'country_a_id_fk': 81, 'event_correlation_count': 1, 'similar_event_year_a': 1990.0, 'similar_raw_event': 'Economic Integration', 'similar_event_year_b': 1990.0, 'country_a_name': 'Germany', 'country_b_name': 'Portugal'}"
COVID-19 Pandemic Response,"{'country_b_id_fk': 215, 'start_year_a_fk': 1990, 'start_year_b_fk': 1990, 'pattern_length_fk': 31, 'indexes': 4, 'avg_corr': 0.984922, 'orgs': 1, 'Power': 4.8909532, 'Sectors': ""['Trade Sector', 'Unknown']"", 'event_correlation_score': 35.04556066567893, 'country_a_id_fk': 81, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Germany', 'country_b_name': 'Sweden'}"
COVID-19 Pandemic Response,"{'country_b_id_fk': 74, 'start_year_a_fk': 1990, 'start_year_b_fk': 1990, 'pattern_length_fk': 31, 'indexes': 4, 'avg_corr': 0.9839628, 'orgs': 1, 'Power': 4.89037768, 'Sectors': ""['Trade Sector', 'Unknown']"", 'event_correlation_score': 43.40874838471277, 'country_a_id_fk': 81, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Germany', 'country_b_name': 'France'}"
COVID-19 Pandemic Response,"{'country_b_id_fk': 110, 'start_year_a_fk': 1990, 'start_year_b_fk': 1990, 'pattern_length_fk': 31, 'indexes': 4, 'avg_corr': 0.9808312, 'orgs': 1, 'Power': 4.888498719999999, 'Sectors': ""['Trade Sector', 'Unknown']"", 'event_correlation_score': 40.16480699986089, 'country_a_id_fk': 81, 'event_correlation_count': 1, 'similar_event_year_a': 1990.0, 'similar_raw_event': 'Diplomatic Relations', 'similar_event_year_b': 1990.0, 'country_a_name': 'Germany', 'country_b_name': 'Japan'}"
COVID-19 Pandemic Response,"{'country_b_id_fk': 44, 'start_year_a_fk': 1990, 'start_year_b_fk': 1990, 'pattern_length_fk': 31, 'indexes': 4, 'avg_corr': 0.9807215384615384, 'orgs': 1, 'Power': 4.888432923076923, 'Sectors': ""['Trade Sector', 'Unknown']"", 'event_correlation_score': 34.90809337347337, 'country_a_id_fk': 81, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Germany', 'country_b_name': 'Chile'}"
COVID-19 Pandemic Response,"{'country_b_id_fk': 21, 'start_year_a_fk': 1990, 'start_year_b_fk': 1990, 'pattern_length_fk': 31, 'indexes': 4, 'avg_corr': 0.979202, 'orgs': 1, 'Power': 4.8875212, 'Sectors': ""['Trade Sector', 'Unknown']"", 'event_correlation_score': 36.252317349886326, 'country_a_id_fk': 81, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Germany', 'country_b_name': 'Belgium'}"
COVID-19 Pandemic Response,"{'country_b_id_fk': 73, 'start_year_a_fk': 1990, 'start_year_b_fk': 1990, 'pattern_length_fk': 31, 'indexes': 4, 'avg_corr': 0.9761236, 'orgs': 1, 'Power': 4.88567416, 'Sectors': ""['Trade Sector', 'Unknown']"", 'event_correlation_score': 37.39022045069226, 'country_a_id_fk': 81, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Germany', 'country_b_name': 'Finland'}"
COVID-19 Pandemic Response,"{'country_b_id_fk': 57, 'start_year_a_fk': 1990, 'start_year_b_fk': 1990, 'pattern_length_fk': 31, 'indexes': 4, 'avg_corr': 0.9755333333333334, 'orgs': 1, 'Power': 4.88532, 'Sectors': ""['Trade Sector', 'Unknown']"", 'event_correlation_score': 36.15455043347352, 'country_a_id_fk': 81, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Germany', 'country_b_name': 'Czechia'}"
COVID-19 Pandemic Response,"{'country_b_id_fk': 203, 'start_year_a_fk': 1990, 'start_year_b_fk': 1990, 'pattern_length_fk': 31, 'indexes': 4, 'avg_corr': 0.9512091666666668, 'orgs': 1, 'Power': 4.8707255, 'Sectors': ""['Trade Sector', 'Unknown']"", 'event_correlation_score': 31.67789920419316, 'country_a_id_fk': 81, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Germany', 'country_b_name': 'Slovenia'}"
Climate Action Plan,"{'country_b_id_fk': 58, 'start_year_a_fk': 1990, 'start_year_b_fk': 1990, 'pattern_length_fk': 30, 'indexes': 4, 'avg_corr': 0.97588, 'orgs': 1, 'Power': 4.785528, 'Sectors': ""['Trade Sector', 'Unknown']"", 'event_correlation_score': 36.21786119780761, 'country_a_id_fk': 81, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Germany', 'country_b_name': 'Denmark'}"
Economic Growth,"{'country_b_id_fk': 98, 'start_year_a_fk': 1990, 'start_year_b_fk': 1993, 'pattern_length_fk': 27, 'indexes': 5, 'avg_corr': 0.9625482352941176, 'orgs': 1, 'Power': 4.77752894117647, 'Sectors': ""['Trade Sector', 'Unknown']"", 'event_correlation_score': 0.0, 'country_a_id_fk': 81, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Germany', 'country_b_name': 'Hungary'}"
COVID-19 Management,"{'country_b_id_fk': 156, 'start_year_a_fk': 1990, 'start_year_b_fk': 1990, 'pattern_length_fk': 32, 'indexes': 3, 'avg_corr': 0.9789, 'orgs': 1, 'Power': 4.68734, 'Sectors': ""['Trade Sector', 'Unknown']"", 'event_correlation_score': 35.907166244221166, 'country_a_id_fk': 81, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Germany', 'country_b_name': 'New Zealand'}"
Renewable Energy Record,"{'country_b_id_fk': 58, 'start_year_a_fk': 1990, 'start_year_b_fk': 1990, 'pattern_length_fk': 26, 'indexes': 5, 'avg_corr': 0.9718854285714288, 'orgs': 1, 'Power': 4.683131257142857, 'Sectors': ""['Trade Sector', 'Unknown']"", 'event_correlation_score': 32.37393958384986, 'country_a_id_fk': 81, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Germany', 'country_b_name': 'Denmark'}"
COVID-19 Vaccination Campaign,"{'country_b_id_fk': 210, 'start_year_a_fk': 1990, 'start_year_b_fk': 1990, 'pattern_length_fk': 32, 'indexes': 3, 'avg_corr': 0.9609608695652174, 'orgs': 1, 'Power': 4.67657652173913, 'Sectors': ""['Trade Sector', 'Unknown']"", 'event_correlation_score': 40.65207525219816, 'country_a_id_fk': 81, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Germany', 'country_b_name': 'Spain'}"
COVID-19 Pandemic Response,"{'country_b_id_fk': 156, 'start_year_a_fk': 1990, 'start_year_b_fk': 1990, 'pattern_length_fk': 31, 'indexes': 3, 'avg_corr': 0.979094, 'orgs': 1, 'Power': 4.5874564, 'Sectors': ""['Trade Sector', 'Unknown']"", 'event_correlation_score': 34.43188522277881, 'country_a_id_fk': 81, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Germany', 'country_b_name': 'New Zealand'}"
COVID-19 Pandemic Response,"{'country_b_id_fk': 40, 'start_year_a_fk': 1990, 'start_year_b_fk': 1990, 'pattern_length_fk': 31, 'indexes': 3, 'avg_corr': 0.9691752173913044, 'orgs': 1, 'Power': 4.581505130434783, 'Sectors': ""['Trade Sector', 'Unknown']"", 'event_correlation_score': 32.88283642721266, 'country_a_id_fk': 81, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Germany', 'country_b_name': 'Canada'}"
COVID-19 Pandemic Response,"{'country_b_id_fk': 100, 'start_year_a_fk': 1990, 'start_year_b_fk': 1990, 'pattern_length_fk': 31, 'indexes': 3, 'avg_corr': 0.94614, 'orgs': 1, 'Power': 4.567684, 'Sectors': ""['Trade Sector', 'Unknown']"", 'event_correlation_score': 40.826530164547776, 'country_a_id_fk': 81, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Germany', 'country_b_name': 'India'}"
Terrorist Attacks,"{'country_b_id_fk': 21, 'start_year_a_fk': 1990, 'start_year_b_fk': 1990, 'pattern_length_fk': 27, 'indexes': 4, 'avg_corr': 0.980424, 'orgs': 1, 'Power': 4.488254400000001, 'Sectors': ""['Trade Sector', 'Unknown']"", 'event_correlation_score': 31.67752269245311, 'country_a_id_fk': 81, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Germany', 'country_b_name': 'Belgium'}"
Economic Recovery Plan,"{'country_b_id_fk': 177, 'start_year_a_fk': 1990, 'start_year_b_fk': 1990, 'pattern_length_fk': 32, 'indexes': 7, 'avg_corr': 0.950781, 'orgs': 2, 'Power': 5.870468600000001, 'Sectors': ""['Trade Sector', 'Unknown']"", 'event_correlation_score': 32.56876008594806, 'country_a_id_fk': 84, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Greece', 'country_b_name': 'Portugal'}"
Economic Impact of Pandemic,"{'country_b_id_fk': 177, 'start_year_a_fk': 1990, 'start_year_b_fk': 1990, 'pattern_length_fk': 31, 'indexes': 7, 'avg_corr': 0.9502855, 'orgs': 2, 'Power': 5.7701713, 'Sectors': ""['Trade Sector', 'Unknown']"", 'event_correlation_score': 31.036693265740823, 'country_a_id_fk': 84, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Greece', 'country_b_name': 'Portugal'}"
COVID-19 Pandemic Response,"{'country_b_id_fk': 177, 'start_year_a_fk': 1990, 'start_year_b_fk': 1990, 'pattern_length_fk': 31, 'indexes': 7, 'avg_corr': 0.9502855, 'orgs': 2, 'Power': 5.7701713, 'Sectors': ""['Trade Sector', 'Unknown']"", 'event_correlation_score': 31.036693265740823, 'country_a_id_fk': 84, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Greece', 'country_b_name': 'Portugal'}"
Cultural Events,"{'country_b_id_fk': 107, 'start_year_a_fk': 1990, 'start_year_b_fk': 1990, 'pattern_length_fk': 30, 'indexes': 7, 'avg_corr': 0.946916875, 'orgs': 2, 'Power': 5.668150125, 'Sectors': ""['Trade Sector', 'Unknown']"", 'event_correlation_score': 29.008748834174096, 'country_a_id_fk': 84, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Greece', 'country_b_name': 'Italy'}"
Financial Bailout,"{'country_b_id_fk': 177, 'start_year_a_fk': 1990, 'start_year_b_fk': 1990, 'pattern_length_fk': 22, 'indexes': 9, 'avg_corr': 0.9465575609756098, 'orgs': 2, 'Power': 5.467934536585366, 'Sectors': ""['Trade Sector', 'Unknown']"", 'event_correlation_score': 22.349777195934784, 'country_a_id_fk': 84, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Greece', 'country_b_name': 'Portugal'}"
Environmental Policy,"{'country_b_id_fk': 106, 'start_year_a_fk': 1990, 'start_year_b_fk': 1990, 'pattern_length_fk': 31, 'indexes': 5, 'avg_corr': 0.9385525714285714, 'orgs': 2, 'Power': 5.163131542857142, 'Sectors': ""['Trade Sector', 'Unknown']"", 'event_correlation_score': 25.80287999468052, 'country_a_id_fk': 84, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Greece', 'country_b_name': 'Israel'}"
Environmental Initiatives,"{'country_b_id_fk': 107, 'start_year_a_fk': 1990, 'start_year_b_fk': 1990, 'pattern_length_fk': 29, 'indexes': 5, 'avg_corr': 0.9595482352941176, 'orgs': 1, 'Power': 4.975728941176471, 'Sectors': ""['Trade Sector', 'Unknown']"", 'event_correlation_score': 27.593302213854084, 'country_a_id_fk': 84, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Greece', 'country_b_name': 'Italy'}"
COVID-19 Pandemic Response,"{'country_b_id_fk': 44, 'start_year_a_fk': 1990, 'start_year_b_fk': 1990, 'pattern_length_fk': 31, 'indexes': 4, 'avg_corr': 0.9281058064516128, 'orgs': 2, 'Power': 4.856863483870967, 'Sectors': ""['Trade Sector', 'Unknown']"", 'event_correlation_score': 27.60015873398418, 'country_a_id_fk': 84, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Greece', 'country_b_name': 'Chile'}"
Privatization Efforts,"{'country_b_id_fk': 177, 'start_year_a_fk': 1990, 'start_year_b_fk': 1990, 'pattern_length_fk': 24, 'indexes': 6, 'avg_corr': 0.9383663157894736, 'orgs': 2, 'Power': 4.7630197894736845, 'Sectors': ""['Trade Sector', 'Unknown']"", 'event_correlation_score': 25.075186037770106, 'country_a_id_fk': 84, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Greece', 'country_b_name': 'Portugal'}"
Infrastructure Expansion,"{'country_b_id_fk': 177, 'start_year_a_fk': 1990, 'start_year_b_fk': 1990, 'pattern_length_fk': 17, 'indexes': 8, 'avg_corr': 0.95219989010989, 'orgs': 2, 'Power': 4.6713199340659335, 'Sectors': ""['Trade Sector', 'Unknown']"", 'event_correlation_score': 17.167049429352872, 'country_a_id_fk': 84, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Greece', 'country_b_name': 'Portugal'}"
Global Financial Crisis Impact,"{'country_b_id_fk': 44, 'start_year_a_fk': 1990, 'start_year_b_fk': 1990, 'pattern_length_fk': 19, 'indexes': 7, 'avg_corr': 0.9604347674418604, 'orgs': 2, 'Power': 4.5762608604651165, 'Sectors': ""['Trade Sector', 'Unknown']"", 'event_correlation_score': 18.62802317442228, 'country_a_id_fk': 84, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Greece', 'country_b_name': 'Chile'}"
Infrastructure Development,"{'country_b_id_fk': 98, 'start_year_a_fk': 1990, 'start_year_b_fk': 1992, 'pattern_length_fk': 25, 'indexes': 5, 'avg_corr': 0.9337793333333332, 'orgs': 2, 'Power': 4.5602676, 'Sectors': ""['Trade Sector', 'Unknown']"", 'event_correlation_score': 0.0, 'country_a_id_fk': 84, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Greece', 'country_b_name': 'Hungary'}"
Environmental Initiatives,"{'country_b_id_fk': 106, 'start_year_a_fk': 1990, 'start_year_b_fk': 1991, 'pattern_length_fk': 25, 'indexes': 5, 'avg_corr': 0.9312762857142858, 'orgs': 2, 'Power': 4.558765771428572, 'Sectors': ""['Trade Sector', 'Unknown']"", 'event_correlation_score': 20.145276111899765, 'country_a_id_fk': 84, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Greece', 'country_b_name': 'Israel'}"
