Country,Year,Merchandise exports (current US$)
Romania,2006,32458000000.0
Romania,2005,27688000000.0
Romania,2004,23553000000.0
Romania,2003,17662000000.0
Romania,2002,13877000000.0
Romania,2001,11394000000.0
Romania,2000,10412000000.0
Romania,1999,8518000000.0
Romania,1998,8300000000.0
Romania,1997,8431000000.0
Romania,1996,8085000000.0
Romania,1995,7910000000.0
Romania,1994,6151000000.0
Romania,1993,4892000000.0
Romania,1992,4500000000.0
Romania,1991,4400000000.0
Romania,1990,4960000000.0
Romania,1989,10490000000.0
Romania,1988,11390000000.0
Romania,1987,10490000000.0
Romania,1986,9760000000.0
Romania,1985,10175000000.0
Romania,1984,10720000000.0
Romania,1983,10160000000.0
Romania,1982,10120000000.0
Romania,1981,11180000000.0
Romania,1980,11400000000.0
Romania,1979,9724000000.0
Romania,1978,8086000000.0
Romania,1977,7021000000.0
Romania,1976,6138000000.0
Romania,1975,5341000000.0
Romania,1974,4874000000.0
Romania,1973,3691000000.0
Romania,1972,2601000000.0
Romania,1971,2107000000.0
Romania,1970,1851000000.0
Romania,1969,1633000000.0
Romania,1968,1469000000.0
Romania,1967,1395000000.0
Romania,1966,1186000000.0
Romania,1965,1102000000.0
Romania,1964,1000000000.0
Romania,1963,915000000.0
Romania,1962,818000000.0
Romania,1961,793000000.0
Romania,1960,717000000.0
Russian Federation,2022,588328000000.0
Russian Federation,2021,494350000000.0
Russian Federation,2020,333530000000.0
Russian Federation,2019,419721000000.0
Russian Federation,2018,443914000000.0
Russian Federation,2017,352943000000.0
Russian Federation,2016,281710000000.0
Russian Federation,2015,341419000000.0
Russian Federation,2014,496807000000.0
Russian Federation,2013,521836000000.0
Russian Federation,2012,529256000000.0
Russian Federation,2011,522011000000.0
Russian Federation,2010,400630000000.0
Russian Federation,2009,303388000000.0
Russian Federation,2008,471606000000.0
Russian Federation,2007,354403000000.0
Russian Federation,2006,303551000000.0
Russian Federation,2005,243798000000.0
Russian Federation,2004,183207000000.0
Russian Federation,2003,135929000000.0
Russian Federation,2002,107301000000.0
Russian Federation,2001,101884000000.0
Russian Federation,2000,105033000000.0
Russian Federation,1999,75551000000.0
Russian Federation,1998,74444000000.0
Russian Federation,1997,86895000000.0
Russian Federation,1996,89685000000.0
Russian Federation,1995,82419000000.0
Russian Federation,1994,67379000000.0
Russian Federation,1993,44297000000.0
Russian Federation,1992,42039000000.0
Russian Federation,1991,
Russian Federation,1990,
Russian Federation,1989,
Russian Federation,1988,
Russian Federation,1987,
Russian Federation,1986,
Russian Federation,1985,
Russian Federation,1984,
Russian Federation,1983,
Russian Federation,1982,
Russian Federation,1981,
Russian Federation,1980,
Russian Federation,1979,
Russian Federation,1978,
Russian Federation,1977,
Russian Federation,1976,
Russian Federation,1975,
Russian Federation,1974,
Russian Federation,1973,
Russian Federation,1972,
Russian Federation,1971,
Russian Federation,1970,
Russian Federation,1969,
Russian Federation,1968,
Russian Federation,1967,
Russian Federation,1966,
Russian Federation,1965,
Russian Federation,1964,
Russian Federation,1963,
Russian Federation,1962,
Russian Federation,1961,
Russian Federation,1960,
Rwanda,2022,2111000000.0
Rwanda,2021,1531000000.0
Rwanda,2020,1408000000.0
Rwanda,2019,1241000000.0
Rwanda,2018,1122000000.0
Rwanda,2017,1037000000.0
Rwanda,2016,731000000.0
Rwanda,2015,682000000.0
Rwanda,2014,723000000.0
Rwanda,2013,703000000.0
Rwanda,2012,591000000.0
Rwanda,2011,464000000.0
Rwanda,2010,297000000.0
Rwanda,2009,235000000.0
Rwanda,2008,268000000.0
Rwanda,2007,177000000.0
Rwanda,2006,147000000.0
Rwanda,2005,125000000.0
Rwanda,2004,98000000.0
Rwanda,2003,63000000.0
Rwanda,2002,65000000.0
Rwanda,2001,86000000.0
Rwanda,2000,52000000.0
Rwanda,1999,60000000.0
Rwanda,1998,60000000.0
Rwanda,1997,88000000.0
Rwanda,1996,60000000.0
Rwanda,1995,54000000.0
Rwanda,1994,41000000.0
Rwanda,1993,66000000.0
Rwanda,1992,66000000.0
Rwanda,1991,93000000.0
Rwanda,1990,110000000.0
Rwanda,1989,88000000.0
Rwanda,1988,108000000.0
Rwanda,1987,114000000.0
Rwanda,1986,189000000.0
Rwanda,1985,131000000.0
Rwanda,1984,145000000.0
Rwanda,1983,121000000.0
Rwanda,1982,91000000.0
Rwanda,1981,82000000.0
Rwanda,1980,72000000.0
Rwanda,1979,118000000.0
Rwanda,1978,72000000.0
Rwanda,1977,92000000.0
Rwanda,1976,80000000.0
Rwanda,1975,42000000.0
Rwanda,1974,36000000.0
Rwanda,1973,33000000.0
Rwanda,1972,19000000.0
Rwanda,1971,22000000.0
Rwanda,1970,25000000.0
Rwanda,1969,14000000.0
Rwanda,1968,15000000.0
Rwanda,1967,14000000.0
Rwanda,1966,12000000.0
Rwanda,1965,14000000.0
Rwanda,1964,12000000.0
Rwanda,1963,4000000.0
Rwanda,1962,6000000.0
Rwanda,1961,5000000.0
Rwanda,1960,4000000.0
Samoa,2022,42000000.0
Samoa,2021,29000000.0
Samoa,2020,37000000.0
Samoa,2019,49000000.0
Samoa,2018,46000000.0
Samoa,2017,44000000.0
Samoa,2016,56000000.0
Samoa,2015,59000000.0
Samoa,2014,51000000.0
Samoa,2013,62000000.0
Samoa,2012,76000000.0
Samoa,2011,66000000.0
Samoa,2010,70000000.0
Samoa,2009,46000000.0
Samoa,2008,72000000.0
Samoa,2007,97000000.0
Samoa,2006,65000000.0
Samoa,2005,87000000.0
Samoa,2004,85000000.0
Samoa,2003,87000000.0
Samoa,2002,71000000.0
Samoa,2001,63000000.0
Samoa,2000,65000000.0
Samoa,1999,20000000.0
Samoa,1998,15000000.0
Samoa,1997,15000000.0
Samoa,1996,10000000.0
Samoa,1995,9000000.0
Samoa,1994,4000000.0
Samoa,1993,6000000.0
Samoa,1992,6000000.0
Samoa,1991,6000000.0
Samoa,1990,9000000.0
Samoa,1989,13000000.0
Samoa,1988,15000000.0
Samoa,1987,12000000.0
Samoa,1986,11000000.0
Samoa,1985,16000000.0
Samoa,1984,20000000.0
Samoa,1983,18000000.0
Samoa,1982,13000000.0
Samoa,1981,11000000.0
Samoa,1980,17000000.0
Samoa,1979,18000000.0
Samoa,1978,11000000.0
Samoa,1977,15000000.0
Samoa,1976,7000000.0
Samoa,1975,7000000.0
Samoa,1974,13000000.0
Samoa,1973,7000000.0
Samoa,1972,5000000.0
Samoa,1971,6000000.0
Samoa,1970,5000000.0
Samoa,1969,6000000.0
Samoa,1968,5000000.0
Samoa,1967,4000000.0
Samoa,1966,5000000.0
Samoa,1965,6000000.0
Samoa,1964,7000000.0
Samoa,1963,7000000.0
Samoa,1962,8000000.0
Samoa,1961,5000000.0
Samoa,1960,7000000.0
San Marino,2022,
San Marino,2021,
San Marino,2020,
San Marino,2019,
San Marino,2018,
San Marino,2017,
San Marino,2016,
San Marino,2015,
San Marino,2014,
San Marino,2013,
San Marino,2012,
San Marino,2011,
San Marino,2010,
San Marino,2009,
San Marino,2008,
San Marino,2007,
San Marino,2006,
San Marino,2005,
San Marino,2004,
San Marino,2003,
San Marino,2002,
San Marino,2001,
San Marino,2000,
San Marino,1999,
San Marino,1998,
San Marino,1997,
San Marino,1996,
San Marino,1995,
San Marino,1994,
San Marino,1993,
San Marino,1992,
San Marino,1991,
San Marino,1990,
San Marino,1989,
San Marino,1988,
San Marino,1987,
San Marino,1986,
San Marino,1985,
San Marino,1984,
San Marino,1983,
San Marino,1982,
San Marino,1981,
San Marino,1980,
San Marino,1979,
San Marino,1978,
San Marino,1977,
San Marino,1976,
San Marino,1975,
San Marino,1974,
San Marino,1973,
San Marino,1972,
San Marino,1971,
San Marino,1970,
San Marino,1969,
San Marino,1968,
San Marino,1967,
San Marino,1966,
San Marino,1965,
San Marino,1964,
San Marino,1963,
San Marino,1962,
San Marino,1961,
San Marino,1960,
Sao Tome and Principe,2022,22000000.0
Sao Tome and Principe,2021,21000000.0
Sao Tome and Principe,2020,14000000.0
Sao Tome and Principe,2019,13000000.0
Sao Tome and Principe,2018,16000000.0
Sao Tome and Principe,2017,16000000.0
Sao Tome and Principe,2016,14000000.0
Sao Tome and Principe,2015,11000000.0
Sao Tome and Principe,2014,17000000.0
Sao Tome and Principe,2013,13000000.0
Sao Tome and Principe,2012,12000000.0
Sao Tome and Principe,2011,11000000.0
Sao Tome and Principe,2010,11000000.0
Sao Tome and Principe,2009,8000000.0
Sao Tome and Principe,2008,11000000.0
Sao Tome and Principe,2007,7000000.0
Sao Tome and Principe,2006,8000000.0
Sao Tome and Principe,2005,7000000.0
Sao Tome and Principe,2004,5000000.0
Sao Tome and Principe,2003,7000000.0
Sao Tome and Principe,2002,5000000.0
Sao Tome and Principe,2001,3000000.0
Sao Tome and Principe,2000,3000000.0
Sao Tome and Principe,1999,2000000.0
Sao Tome and Principe,1998,5000000.0
Sao Tome and Principe,1997,5000000.0
Sao Tome and Principe,1996,4000000.0
Sao Tome and Principe,1995,5000000.0
Sao Tome and Principe,1994,8000000.0
Sao Tome and Principe,1993,5000000.0
Sao Tome and Principe,1992,5000000.0
Sao Tome and Principe,1991,6000000.0
Sao Tome and Principe,1990,4000000.0
Sao Tome and Principe,1989,6000000.0
Sao Tome and Principe,1988,4000000.0
Sao Tome and Principe,1987,4000000.0
Sao Tome and Principe,1986,9000000.0
Sao Tome and Principe,1985,6000000.0
Sao Tome and Principe,1984,9000000.0
Sao Tome and Principe,1983,5000000.0
Sao Tome and Principe,1982,12000000.0
Sao Tome and Principe,1981,8000000.0
Sao Tome and Principe,1980,16000000.0
Sao Tome and Principe,1979,27000000.0
Sao Tome and Principe,1978,21000000.0
Sao Tome and Principe,1977,23000000.0
Sao Tome and Principe,1976,8000000.0
Sao Tome and Principe,1975,7000000.0
Sao Tome and Principe,1974,17000000.0
Sao Tome and Principe,1973,13000000.0
Sao Tome and Principe,1972,7000000.0
Sao Tome and Principe,1971,7000000.0
Sao Tome and Principe,1970,8000000.0
Sao Tome and Principe,1969,9000000.0
Sao Tome and Principe,1968,9000000.0
Sao Tome and Principe,1967,8000000.0
Sao Tome and Principe,1966,6000000.0
Sao Tome and Principe,1965,5000000.0
Sao Tome and Principe,1964,6000000.0
Sao Tome and Principe,1963,6000000.0
Sao Tome and Principe,1962,6000000.0
Sao Tome and Principe,1961,6000000.0
Sao Tome and Principe,1960,7000000.0
Saudi Arabia,2022,411184000000.0
Saudi Arabia,2021,276179000000.0
Saudi Arabia,2020,173854000000.0
Saudi Arabia,2019,261603000000.0
Saudi Arabia,2018,294373000000.0
Saudi Arabia,2017,221835000000.0
Saudi Arabia,2016,183579000000.0
Saudi Arabia,2015,203550000000.0
Saudi Arabia,2014,342433000000.0
Saudi Arabia,2013,375872000000.0
Saudi Arabia,2012,388401000000.0
Saudi Arabia,2011,364699000000.0
Saudi Arabia,2010,251143000000.0
Saudi Arabia,2009,192314000000.0
Saudi Arabia,2008,313462000000.0
Saudi Arabia,2007,233329000000.0
Saudi Arabia,2006,211305000000.0
Saudi Arabia,2005,180711000000.0
Saudi Arabia,2004,125997000000.0
Saudi Arabia,2003,93245000000.0
Saudi Arabia,2002,72453000000.0
Saudi Arabia,2001,68064000000.0
Saudi Arabia,2000,77583000000.0
Saudi Arabia,1999,50761000000.0
Saudi Arabia,1998,38822000000.0
Saudi Arabia,1997,60732000000.0
Saudi Arabia,1996,60729000000.0
Saudi Arabia,1995,50040000000.0
Saudi Arabia,1994,42614000000.0
Saudi Arabia,1993,42395000000.0
Saudi Arabia,1992,50280000000.0
Saudi Arabia,1991,47797000000.0
Saudi Arabia,1990,44417000000.0
Saudi Arabia,1989,28382000000.0
Saudi Arabia,1988,24377000000.0
Saudi Arabia,1987,23199000000.0
Saudi Arabia,1986,20185000000.0
Saudi Arabia,1985,27481000000.0
Saudi Arabia,1984,37545000000.0
Saudi Arabia,1983,45861000000.0
Saudi Arabia,1982,79077000000.0
Saudi Arabia,1981,119876000000.0
Saudi Arabia,1980,109083000000.0
Saudi Arabia,1979,63427000000.0
Saudi Arabia,1978,40735000000.0
Saudi Arabia,1977,43466000000.0
Saudi Arabia,1976,38286000000.0
Saudi Arabia,1975,29673000000.0
Saudi Arabia,1974,35555000000.0
Saudi Arabia,1973,8988000000.0
Saudi Arabia,1972,5491000000.0
Saudi Arabia,1971,3850000000.0
Saudi Arabia,1970,2371000000.0
Saudi Arabia,1969,2053000000.0
Saudi Arabia,1968,1944000000.0
Saudi Arabia,1967,1784000000.0
Saudi Arabia,1966,1651000000.0
Saudi Arabia,1965,1396000000.0
Saudi Arabia,1964,1187000000.0
Saudi Arabia,1963,1120000000.0
Saudi Arabia,1962,1047000000.0
Saudi Arabia,1961,956000000.0
Saudi Arabia,1960,891000000.0
Senegal,2022,5413000000.0
Senegal,2021,5202000000.0
Senegal,2020,3929000000.0
Senegal,2019,4179000000.0
Senegal,2018,3623000000.0
Senegal,2017,2989000000.0
Senegal,2016,2640000000.0
Senegal,2015,2612000000.0
Senegal,2014,2750000000.0
Senegal,2013,2661000000.0
Senegal,2012,2532000000.0
Senegal,2011,2542000000.0
Senegal,2010,2161000000.0
Senegal,2009,2017000000.0
Senegal,2008,2170000000.0
Senegal,2007,1674000000.0
Senegal,2006,1594000000.0
Senegal,2005,1578000000.0
Senegal,2004,1509000000.0
Senegal,2003,1257000000.0
Senegal,2002,1067000000.0
Senegal,2001,1003000000.0
Senegal,2000,920000000.0
Senegal,1999,1027000000.0
Senegal,1998,968000000.0
Senegal,1997,905000000.0
Senegal,1996,988000000.0
Senegal,1995,993000000.0
Senegal,1994,791000000.0
Senegal,1993,707000000.0
Senegal,1992,673000000.0
Senegal,1991,701000000.0
Senegal,1990,761000000.0
Senegal,1989,693000000.0
Senegal,1988,591000000.0
Senegal,1987,606000000.0
Senegal,1986,625000000.0
Senegal,1985,562000000.0
Senegal,1984,634000000.0
Senegal,1983,618000000.0
Senegal,1982,548000000.0
Senegal,1981,500000000.0
Senegal,1980,477000000.0
Senegal,1979,535000000.0
Senegal,1978,449000000.0
Senegal,1977,624000000.0
Senegal,1976,485000000.0
Senegal,1975,461000000.0
Senegal,1974,391000000.0
Senegal,1973,195000000.0
Senegal,1972,216000000.0
Senegal,1971,125000000.0
Senegal,1970,152000000.0
Senegal,1969,125000000.0
Senegal,1968,153000000.0
Senegal,1967,139000000.0
Senegal,1966,150000000.0
Senegal,1965,130000000.0
Senegal,1964,133000000.0
Senegal,1963,122000000.0
Senegal,1962,124000000.0
Senegal,1961,124000000.0
Senegal,1960,113000000.0
Serbia,2022,29058000000.0
Serbia,2021,25564000000.0
Serbia,2020,19498000000.0
Serbia,2019,19630000000.0
Serbia,2018,19227000000.0
Serbia,2017,16992000000.0
Serbia,2016,14874000000.0
Serbia,2015,13376000000.0
Serbia,2014,14845000000.0
Serbia,2013,14614000000.0
Serbia,2012,11229000000.0
Serbia,2011,11779000000.0
Serbia,2010,9795000000.0
Serbia,2009,8345000000.0
Serbia,2008,10972000000.0
Serbia,2007,8825000000.0
Serbia,2006,6428000000.0
Serbia,2005,
Serbia,2004,
Serbia,2003,
Serbia,2002,
Serbia,2001,
Serbia,2000,
Serbia,1999,
Serbia,1998,
Serbia,1997,
Serbia,1996,
Serbia,1995,
Serbia,1994,
Serbia,1993,
Serbia,1992,
Serbia,1991,
Serbia,1990,
Serbia,1989,
Serbia,1988,
Serbia,1987,
Serbia,1986,
Serbia,1985,
Serbia,1984,
Serbia,1983,
Serbia,1982,
Serbia,1981,
Serbia,1980,
Serbia,1979,
Serbia,1978,
Serbia,1977,
Serbia,1976,
Serbia,1975,
Serbia,1974,
Serbia,1973,
Serbia,1972,
Serbia,1971,
Serbia,1970,
Serbia,1969,
Serbia,1968,
Serbia,1967,
Serbia,1966,
Serbia,1965,
Serbia,1964,
Serbia,1963,
Serbia,1962,
Serbia,1961,
Serbia,1960,
Seychelles,2022,537000000.0
Seychelles,2021,464000000.0
Seychelles,2020,432000000.0
Seychelles,2019,518000000.0
Seychelles,2018,569000000.0
Seychelles,2017,547000000.0
Seychelles,2016,460000000.0
Seychelles,2015,415000000.0
Seychelles,2014,540000000.0
Seychelles,2013,578000000.0
Seychelles,2012,497000000.0
Seychelles,2011,483000000.0
Seychelles,2010,400000000.0
Seychelles,2009,395000000.0
Seychelles,2008,430000000.0
Seychelles,2007,360000000.0
Seychelles,2006,380000000.0
Seychelles,2005,340000000.0
Seychelles,2004,291000000.0
Seychelles,2003,274000000.0
Seychelles,2002,228000000.0
Seychelles,2001,216000000.0
Seychelles,2000,194000000.0
Seychelles,1999,145000000.0
Seychelles,1998,122000000.0
Seychelles,1997,113000000.0
Seychelles,1996,140000000.0
Seychelles,1995,52000000.0
Seychelles,1994,51000000.0
Seychelles,1993,51000000.0
Seychelles,1992,48000000.0
Seychelles,1991,49000000.0
Seychelles,1990,56000000.0
Seychelles,1989,34000000.0
Seychelles,1988,32000000.0
Seychelles,1987,22000000.0
Seychelles,1986,18000000.0
Seychelles,1985,28000000.0
Seychelles,1984,26000000.0
Seychelles,1983,20000000.0
Seychelles,1982,15000000.0
Seychelles,1981,17000000.0
Seychelles,1980,21000000.0
Seychelles,1979,22000000.0
Seychelles,1978,15000000.0
Seychelles,1977,11000000.0
Seychelles,1976,9000000.0
Seychelles,1975,6000000.0
Seychelles,1974,7000000.0
Seychelles,1973,4000000.0
Seychelles,1972,3000000.0
Seychelles,1971,2000000.0
Seychelles,1970,2000000.0
Seychelles,1969,3000000.0
Seychelles,1968,3000000.0
Seychelles,1967,2000000.0
Seychelles,1966,2000000.0
Seychelles,1965,2000000.0
Seychelles,1964,1000000.0
Seychelles,1963,1000000.0
Seychelles,1962,1000000.0
Seychelles,1961,1000000.0
Seychelles,1960,2000000.0
Sierra Leone,2022,1124000000.0
Sierra Leone,2021,697000000.0
Sierra Leone,2020,423000000.0
Sierra Leone,2019,635000000.0
Sierra Leone,2018,554000000.0
Sierra Leone,2017,567000000.0
Sierra Leone,2016,624000000.0
Sierra Leone,2015,512000000.0
Sierra Leone,2014,1552000000.0
Sierra Leone,2013,1917000000.0
Sierra Leone,2012,1122000000.0
Sierra Leone,2011,350000000.0
Sierra Leone,2010,341000000.0
Sierra Leone,2009,231000000.0
Sierra Leone,2008,216000000.0
Sierra Leone,2007,245000000.0
Sierra Leone,2006,231000000.0
Sierra Leone,2005,158000000.0
Sierra Leone,2004,139000000.0
Sierra Leone,2003,92000000.0
Sierra Leone,2002,49000000.0
Sierra Leone,2001,29000000.0
Sierra Leone,2000,13000000.0
Sierra Leone,1999,6000000.0
Sierra Leone,1998,7000000.0
Sierra Leone,1997,17000000.0
Sierra Leone,1996,47000000.0
Sierra Leone,1995,42000000.0
Sierra Leone,1994,115000000.0
Sierra Leone,1993,118000000.0
Sierra Leone,1992,149000000.0
Sierra Leone,1991,145000000.0
Sierra Leone,1990,138000000.0
Sierra Leone,1989,138000000.0
Sierra Leone,1988,106000000.0
Sierra Leone,1987,130000000.0
Sierra Leone,1986,144000000.0
Sierra Leone,1985,130000000.0
Sierra Leone,1984,133000000.0
Sierra Leone,1983,119000000.0
Sierra Leone,1982,111000000.0
Sierra Leone,1981,150000000.0
Sierra Leone,1980,224000000.0
Sierra Leone,1979,200000000.0
Sierra Leone,1978,170000000.0
Sierra Leone,1977,136000000.0
Sierra Leone,1976,99000000.0
Sierra Leone,1975,118000000.0
Sierra Leone,1974,144000000.0
Sierra Leone,1973,131000000.0
Sierra Leone,1972,115000000.0
Sierra Leone,1971,98000000.0
Sierra Leone,1970,101000000.0
Sierra Leone,1969,106000000.0
Sierra Leone,1968,96000000.0
Sierra Leone,1967,70000000.0
Sierra Leone,1966,83000000.0
Sierra Leone,1965,88000000.0
Sierra Leone,1964,95000000.0
Sierra Leone,1963,81000000.0
Sierra Leone,1962,57000000.0
Sierra Leone,1961,82000000.0
Sierra Leone,1960,83000000.0
Singapore,2022,515802000000.0
Singapore,2021,457357000000.0
Singapore,2020,362534000000.0
Singapore,2019,390763000000.0
Singapore,2018,412955000000.0
Singapore,2017,373446000000.0
Singapore,2016,330481000000.0
Singapore,2015,351587000000.0
Singapore,2014,415378000000.0
Singapore,2013,410250000000.0
Singapore,2012,408393000000.0
Singapore,2011,409503000000.0
Singapore,2010,351867000000.0
Singapore,2009,269832000000.0
Singapore,2008,338176000000.0
Singapore,2007,299308000000.0
Singapore,2006,271807000000.0
Singapore,2005,229649000000.0
Singapore,2004,198637000000.0
Singapore,2003,159902000000.0
Singapore,2002,125177000000.0
Singapore,2001,121751000000.0
Singapore,2000,137804000000.0
Singapore,1999,114680000000.0
Singapore,1998,109895000000.0
Singapore,1997,124985000000.0
Singapore,1996,125014000000.0
Singapore,1995,118268000000.0
Singapore,1994,96825000000.0
Singapore,1993,74012000000.0
Singapore,1992,63472000000.0
Singapore,1991,58966000000.0
Singapore,1990,52730000000.0
Singapore,1989,44665000000.0
Singapore,1988,39306000000.0
Singapore,1987,28687000000.0
Singapore,1986,22495000000.0
Singapore,1985,22812000000.0
Singapore,1984,24070000000.0
Singapore,1983,21833000000.0
Singapore,1982,20787000000.0
Singapore,1981,20967000000.0
Singapore,1980,19376000000.0
Singapore,1979,14233000000.0
Singapore,1978,10134000000.0
Singapore,1977,8241000000.0
Singapore,1976,6585000000.0
Singapore,1975,5376000000.0
Singapore,1974,5810000000.0
Singapore,1973,3653000000.0
Singapore,1972,2189000000.0
Singapore,1971,1761000000.0
Singapore,1970,1554000000.0
Singapore,1969,1549000000.0
Singapore,1968,1271000000.0
Singapore,1967,1140000000.0
Singapore,1966,1102000000.0
Singapore,1965,981000000.0
Singapore,1964,906000000.0
Singapore,1963,1135000000.0
Singapore,1962,1116000000.0
Singapore,1961,1081000000.0
Singapore,1960,1136000000.0
Sint Maarten (Dutch part),2022,208000000.0
Sint Maarten (Dutch part),2021,144000000.0
Sint Maarten (Dutch part),2020,134000000.0
Sint Maarten (Dutch part),2019,181000000.0
Sint Maarten (Dutch part),2018,148000000.0
Sint Maarten (Dutch part),2017,123000000.0
Sint Maarten (Dutch part),2016,132000000.0
Sint Maarten (Dutch part),2015,129000000.0
Sint Maarten (Dutch part),2014,132000000.0
Sint Maarten (Dutch part),2013,164000000.0
Sint Maarten (Dutch part),2012,131000000.0
Sint Maarten (Dutch part),2011,127000000.0
Sint Maarten (Dutch part),2010,
Sint Maarten (Dutch part),2009,
Sint Maarten (Dutch part),2008,
Sint Maarten (Dutch part),2007,
Sint Maarten (Dutch part),2006,
Sint Maarten (Dutch part),2005,
Sint Maarten (Dutch part),2004,
Sint Maarten (Dutch part),2003,
Sint Maarten (Dutch part),2002,
Sint Maarten (Dutch part),2001,
Sint Maarten (Dutch part),2000,
Sint Maarten (Dutch part),1999,
Sint Maarten (Dutch part),1998,
Sint Maarten (Dutch part),1997,
Sint Maarten (Dutch part),1996,
Sint Maarten (Dutch part),1995,
Sint Maarten (Dutch part),1994,
Sint Maarten (Dutch part),1993,
Sint Maarten (Dutch part),1992,
Sint Maarten (Dutch part),1991,
Sint Maarten (Dutch part),1990,
Sint Maarten (Dutch part),1989,
Sint Maarten (Dutch part),1988,
Sint Maarten (Dutch part),1987,
Sint Maarten (Dutch part),1986,
Sint Maarten (Dutch part),1985,
Sint Maarten (Dutch part),1984,
Sint Maarten (Dutch part),1983,
Sint Maarten (Dutch part),1982,
Sint Maarten (Dutch part),1981,
Sint Maarten (Dutch part),1980,
Sint Maarten (Dutch part),1979,
Sint Maarten (Dutch part),1978,
Sint Maarten (Dutch part),1977,
Sint Maarten (Dutch part),1976,
Sint Maarten (Dutch part),1975,
Sint Maarten (Dutch part),1974,
Sint Maarten (Dutch part),1973,
Sint Maarten (Dutch part),1972,
Sint Maarten (Dutch part),1971,
Sint Maarten (Dutch part),1970,
Sint Maarten (Dutch part),1969,
Sint Maarten (Dutch part),1968,
Sint Maarten (Dutch part),1967,
Sint Maarten (Dutch part),1966,
Sint Maarten (Dutch part),1965,
Sint Maarten (Dutch part),1964,
Sint Maarten (Dutch part),1963,
Sint Maarten (Dutch part),1962,
Sint Maarten (Dutch part),1961,
Sint Maarten (Dutch part),1960,
Slovak Republic,2022,107771000000.0
Slovak Republic,2021,103891000000.0
Slovak Republic,2020,86640000000.0
Slovak Republic,2019,89509000000.0
Slovak Republic,2018,93425000000.0
Slovak Republic,2017,83414000000.0
Slovak Republic,2016,77060000000.0
Slovak Republic,2015,75146000000.0
Slovak Republic,2014,86227000000.0
Slovak Republic,2013,85701000000.0
Slovak Republic,2012,80721000000.0
Slovak Republic,2011,79736000000.0
Slovak Republic,2010,65957000000.0
Slovak Republic,2009,56245000000.0
Slovak Republic,2008,71242000000.0
Slovak Republic,2007,58671000000.0
Slovak Republic,2006,41967000000.0
Slovak Republic,2005,31795000000.0
Slovak Republic,2004,27745000000.0
Slovak Republic,2003,21837000000.0
Slovak Republic,2002,14405000000.0
Slovak Republic,2001,12595000000.0
Slovak Republic,2000,11832000000.0
Slovak Republic,1999,10211000000.0
Slovak Republic,1998,10724000000.0
Slovak Republic,1997,9635000000.0
Slovak Republic,1996,8830000000.0
Slovak Republic,1995,8580000000.0
Slovak Republic,1994,6690000000.0
Slovak Republic,1993,5460000000.0
Slovak Republic,1992,
Slovak Republic,1991,
Slovak Republic,1990,
Slovak Republic,1989,
Slovak Republic,1988,
Slovak Republic,1987,
Slovak Republic,1986,
Slovak Republic,1985,
Slovak Republic,1984,
Slovak Republic,1983,
Slovak Republic,1982,
Slovak Republic,1981,
Slovak Republic,1980,
Slovak Republic,1979,
Slovak Republic,1978,
Slovak Republic,1977,
Slovak Republic,1976,
Slovak Republic,1975,
Slovak Republic,1974,
Slovak Republic,1973,
Slovak Republic,1972,
Slovak Republic,1971,
Slovak Republic,1970,
Slovak Republic,1969,
Slovak Republic,1968,
Slovak Republic,1967,
Slovak Republic,1966,
Slovak Republic,1965,
Slovak Republic,1964,
Slovak Republic,1963,
Slovak Republic,1962,
Slovak Republic,1961,
Slovak Republic,1960,
Slovenia,2022,69701000000.0
Slovenia,2021,57352000000.0
Slovenia,2020,44832000000.0
Slovenia,2019,44943000000.0
Slovenia,2018,44200000000.0
Slovenia,2017,38443000000.0
Slovenia,2016,32917000000.0
Slovenia,2015,31929000000.0
Slovenia,2014,35956000000.0
Slovenia,2013,34019000000.0
Slovenia,2012,32163000000.0
Slovenia,2011,34682000000.0
Slovenia,2010,29200000000.0
Slovenia,2009,26177000000.0
Slovenia,2008,34128000000.0
Slovenia,2007,30102000000.0
Slovenia,2006,23230000000.0
Slovenia,2005,19248000000.0
Slovenia,2004,16361000000.0
Slovenia,2003,12766000000.0
Slovenia,2002,10366000000.0
Slovenia,2001,9267000000.0
Slovenia,2000,8770000000.0
Slovenia,1999,8560000000.0
Slovenia,1998,9048000000.0
Slovenia,1997,8372000000.0
Slovenia,1996,8312000000.0
Slovenia,1995,8316000000.0
Slovenia,1994,6828000000.0
Slovenia,1993,6083000000.0
Slovenia,1992,6681000000.0
Slovenia,1991,
Slovenia,1990,
Slovenia,1989,
Slovenia,1988,
Slovenia,1987,
Slovenia,1986,
Slovenia,1985,
Slovenia,1984,
Slovenia,1983,
Slovenia,1982,
Slovenia,1981,
Slovenia,1980,
Slovenia,1979,
Slovenia,1978,
Slovenia,1977,
Slovenia,1976,
Slovenia,1975,
Slovenia,1974,
Slovenia,1973,
Slovenia,1972,
Slovenia,1971,
Slovenia,1970,
Slovenia,1969,
Slovenia,1968,
Slovenia,1967,
Slovenia,1966,
Slovenia,1965,
Slovenia,1964,
Slovenia,1963,
Slovenia,1962,
Slovenia,1961,
Slovenia,1960,
Solomon Islands,2022,335000000.0
Solomon Islands,2021,371000000.0
Solomon Islands,2020,379000000.0
Solomon Islands,2019,461000000.0
Solomon Islands,2018,569000000.0
Solomon Islands,2017,500000000.0
