Country,Year,Merchandise imports (current US$)
South Sudan,1976,
South Sudan,1975,
South Sudan,1974,
South Sudan,1973,
South Sudan,1972,
South Sudan,1971,
South Sudan,1970,
South Sudan,1969,
South Sudan,1968,
South Sudan,1967,
South Sudan,1966,
South Sudan,1965,
South Sudan,1964,
South Sudan,1963,
South Sudan,1962,
South Sudan,1961,
South Sudan,1960,
Spain,2022,493354000000.0
Spain,2021,419700000000.0
Spain,2020,326192000000.0
Spain,2019,372750000000.0
Spain,2018,390562000000.0
Spain,2017,351981000000.0
Spain,2016,310921000000.0
Spain,2015,311851000000.0
Spain,2014,358860000000.0
Spain,2013,340598000000.0
Spain,2012,337338000000.0
Spain,2011,376606000000.0
Spain,2010,327016000000.0
Spain,2009,293218000000.0
Spain,2008,420803000000.0
Spain,2007,389301000000.0
Spain,2006,328696000000.0
Spain,2005,288786000000.0
Spain,2004,258331000000.0
Spain,2003,208602000000.0
Spain,2002,165105000000.0
Spain,2001,154650000000.0
Spain,2000,156143000000.0
Spain,1999,135346000000.0
Spain,1998,136662000000.0
Spain,1997,115670000000.0
Spain,1996,121221000000.0
Spain,1995,113537000000.0
Spain,1994,88863000000.0
Spain,1993,77525000000.0
Spain,1992,99758000000.0
Spain,1991,93306000000.0
Spain,1990,87715000000.0
Spain,1989,71469000000.0
Spain,1988,59643000000.0
Spain,1987,49113000000.0
Spain,1986,35057000000.0
Spain,1985,29963000000.0
Spain,1984,28831000000.0
Spain,1983,29193000000.0
Spain,1982,31465000000.0
Spain,1981,32150000000.0
Spain,1980,34078000000.0
Spain,1979,25438000000.0
Spain,1978,18712000000.0
Spain,1977,17836000000.0
Spain,1976,17474000000.0
Spain,1975,16265000000.0
Spain,1974,15428000000.0
Spain,1973,9667000000.0
Spain,1972,6829000000.0
Spain,1971,5009000000.0
Spain,1970,4747000000.0
Spain,1969,4233000000.0
Spain,1968,3505000000.0
Spain,1967,3441000000.0
Spain,1966,3591000000.0
Spain,1965,3040000000.0
Spain,1964,2255000000.0
Spain,1963,1955000000.0
Spain,1962,1570000000.0
Spain,1961,1092000000.0
Spain,1960,722000000.0
Sri Lanka,2022,18291000000.0
Sri Lanka,2021,20637000000.0
Sri Lanka,2020,16055000000.0
Sri Lanka,2019,19937000000.0
Sri Lanka,2018,22233000000.0
Sri Lanka,2017,20980000000.0
Sri Lanka,2016,19183000000.0
Sri Lanka,2015,18935000000.0
Sri Lanka,2014,19417000000.0
Sri Lanka,2013,18003000000.0
Sri Lanka,2012,19190000000.0
Sri Lanka,2011,20269000000.0
Sri Lanka,2010,13512000000.0
Sri Lanka,2009,10049000000.0
Sri Lanka,2008,13953000000.0
Sri Lanka,2007,11301000000.0
Sri Lanka,2006,10258000000.0
Sri Lanka,2005,8834000000.0
Sri Lanka,2004,7973000000.0
Sri Lanka,2003,6672000000.0
Sri Lanka,2002,6105000000.0
Sri Lanka,2001,5973000000.0
Sri Lanka,2000,6281000000.0
Sri Lanka,1999,5870000000.0
Sri Lanka,1998,5933000000.0
Sri Lanka,1997,5839000000.0
Sri Lanka,1996,5416000000.0
Sri Lanka,1995,5185000000.0
Sri Lanka,1994,4776000000.0
Sri Lanka,1993,3991000000.0
Sri Lanka,1992,3445000000.0
Sri Lanka,1991,3054000000.0
Sri Lanka,1990,2685000000.0
Sri Lanka,1989,2188000000.0
Sri Lanka,1988,2262000000.0
Sri Lanka,1987,2058000000.0
Sri Lanka,1986,1857000000.0
Sri Lanka,1985,1843000000.0
Sri Lanka,1984,1867000000.0
Sri Lanka,1983,1820000000.0
Sri Lanka,1982,1831000000.0
Sri Lanka,1981,1849000000.0
Sri Lanka,1980,2037000000.0
Sri Lanka,1979,1466000000.0
Sri Lanka,1978,969000000.0
Sri Lanka,1977,700000000.0
Sri Lanka,1976,585000000.0
Sri Lanka,1975,816000000.0
Sri Lanka,1974,720000000.0
Sri Lanka,1973,430000000.0
Sri Lanka,1972,368000000.0
Sri Lanka,1971,354000000.0
Sri Lanka,1970,386000000.0
Sri Lanka,1969,420000000.0
Sri Lanka,1968,359000000.0
Sri Lanka,1967,365000000.0
Sri Lanka,1966,400000000.0
Sri Lanka,1965,310000000.0
Sri Lanka,1964,415000000.0
Sri Lanka,1963,313000000.0
Sri Lanka,1962,349000000.0
Sri Lanka,1961,358000000.0
Sri Lanka,1960,413000000.0
St. Kitts and Nevis,2022,326000000.0
St. Kitts and Nevis,2021,260000000.0
St. Kitts and Nevis,2020,271000000.0
St. Kitts and Nevis,2019,338000000.0
St. Kitts and Nevis,2018,335000000.0
St. Kitts and Nevis,2017,309000000.0
St. Kitts and Nevis,2016,333000000.0
St. Kitts and Nevis,2015,297000000.0
St. Kitts and Nevis,2014,268000000.0
St. Kitts and Nevis,2013,249000000.0
St. Kitts and Nevis,2012,226000000.0
St. Kitts and Nevis,2011,247000000.0
St. Kitts and Nevis,2010,270000000.0
St. Kitts and Nevis,2009,296000000.0
St. Kitts and Nevis,2008,325000000.0
St. Kitts and Nevis,2007,272000000.0
St. Kitts and Nevis,2006,250000000.0
St. Kitts and Nevis,2005,210000000.0
St. Kitts and Nevis,2004,183000000.0
St. Kitts and Nevis,2003,199000000.0
St. Kitts and Nevis,2002,201000000.0
St. Kitts and Nevis,2001,189000000.0
St. Kitts and Nevis,2000,196000000.0
St. Kitts and Nevis,1999,153000000.0
St. Kitts and Nevis,1998,149000000.0
St. Kitts and Nevis,1997,147000000.0
St. Kitts and Nevis,1996,149000000.0
St. Kitts and Nevis,1995,133000000.0
St. Kitts and Nevis,1994,128000000.0
St. Kitts and Nevis,1993,118000000.0
St. Kitts and Nevis,1992,95000000.0
St. Kitts and Nevis,1991,110000000.0
St. Kitts and Nevis,1990,110000000.0
St. Kitts and Nevis,1989,102000000.0
St. Kitts and Nevis,1988,93000000.0
St. Kitts and Nevis,1987,79000000.0
St. Kitts and Nevis,1986,63000000.0
St. Kitts and Nevis,1985,51000000.0
St. Kitts and Nevis,1984,52000000.0
St. Kitts and Nevis,1983,51000000.0
St. Kitts and Nevis,1982,44000000.0
St. Kitts and Nevis,1981,48000000.0
St. Kitts and Nevis,1980,45000000.0
St. Kitts and Nevis,1979,32000000.0
St. Kitts and Nevis,1978,24000000.0
St. Kitts and Nevis,1977,22000000.0
St. Kitts and Nevis,1976,22000000.0
St. Kitts and Nevis,1975,24000000.0
St. Kitts and Nevis,1974,19000000.0
St. Kitts and Nevis,1973,18000000.0
St. Kitts and Nevis,1972,16000000.0
St. Kitts and Nevis,1971,15000000.0
St. Kitts and Nevis,1970,12000000.0
St. Kitts and Nevis,1969,10000000.0
St. Kitts and Nevis,1968,9000000.0
St. Kitts and Nevis,1967,9000000.0
St. Kitts and Nevis,1966,9000000.0
St. Kitts and Nevis,1965,9000000.0
St. Kitts and Nevis,1964,8000000.0
St. Kitts and Nevis,1963,7000000.0
St. Kitts and Nevis,1962,7000000.0
St. Kitts and Nevis,1961,8000000.0
St. Kitts and Nevis,1960,7000000.0
St. Lucia,2022,834000000.0
St. Lucia,2021,602000000.0
St. Lucia,2020,504000000.0
St. Lucia,2019,598000000.0
St. Lucia,2018,659000000.0
St. Lucia,2017,655000000.0
St. Lucia,2016,655000000.0
St. Lucia,2015,570000000.0
St. Lucia,2014,627000000.0
St. Lucia,2013,620000000.0
St. Lucia,2012,644000000.0
St. Lucia,2011,697000000.0
St. Lucia,2010,662000000.0
St. Lucia,2009,520000000.0
St. Lucia,2008,656000000.0
St. Lucia,2007,614000000.0
St. Lucia,2006,592000000.0
St. Lucia,2005,486000000.0
St. Lucia,2004,422000000.0
St. Lucia,2003,403000000.0
St. Lucia,2002,309000000.0
St. Lucia,2001,355000000.0
St. Lucia,2000,355000000.0
St. Lucia,1999,355000000.0
St. Lucia,1998,328000000.0
St. Lucia,1997,332000000.0
St. Lucia,1996,313000000.0
St. Lucia,1995,307000000.0
St. Lucia,1994,303000000.0
St. Lucia,1993,300000000.0
St. Lucia,1992,313000000.0
St. Lucia,1991,295000000.0
St. Lucia,1990,271000000.0
St. Lucia,1989,274000000.0
St. Lucia,1988,220000000.0
St. Lucia,1987,179000000.0
St. Lucia,1986,155000000.0
St. Lucia,1985,125000000.0
St. Lucia,1984,119000000.0
St. Lucia,1983,144000000.0
St. Lucia,1982,118000000.0
St. Lucia,1981,129000000.0
St. Lucia,1980,124000000.0
St. Lucia,1979,101000000.0
St. Lucia,1978,83000000.0
St. Lucia,1977,59000000.0
St. Lucia,1976,48000000.0
St. Lucia,1975,46000000.0
St. Lucia,1974,44000000.0
St. Lucia,1973,38000000.0
St. Lucia,1972,36000000.0
St. Lucia,1971,35000000.0
St. Lucia,1970,27000000.0
St. Lucia,1969,21000000.0
St. Lucia,1968,15000000.0
St. Lucia,1967,17000000.0
St. Lucia,1966,17000000.0
St. Lucia,1965,13000000.0
St. Lucia,1964,12000000.0
St. Lucia,1963,10000000.0
St. Lucia,1962,10000000.0
St. Lucia,1961,8000000.0
St. Lucia,1960,7000000.0
St. Martin (French part),2022,
St. Martin (French part),2021,806000000.0
St. Martin (French part),2020,595000000.0
St. Martin (French part),2019,922000000.0
St. Martin (French part),2018,919000000.0
St. Martin (French part),2017,761000000.0
St. Martin (French part),2016,856000000.0
St. Martin (French part),2015,857000000.0
St. Martin (French part),2014,1013000000.0
St. Martin (French part),2013,925000000.0
St. Martin (French part),2012,768000000.0
St. Martin (French part),2011,734000000.0
St. Martin (French part),2010,
St. Martin (French part),2009,
St. Martin (French part),2008,
St. Martin (French part),2007,
St. Martin (French part),2006,
St. Martin (French part),2005,
St. Martin (French part),2004,
St. Martin (French part),2003,
St. Martin (French part),2002,
St. Martin (French part),2001,
St. Martin (French part),2000,
St. Martin (French part),1999,
St. Martin (French part),1998,
St. Martin (French part),1997,
St. Martin (French part),1996,
St. Martin (French part),1995,
St. Martin (French part),1994,
St. Martin (French part),1993,
St. Martin (French part),1992,
St. Martin (French part),1991,
St. Martin (French part),1990,
St. Martin (French part),1989,
St. Martin (French part),1988,
St. Martin (French part),1987,
St. Martin (French part),1986,
St. Martin (French part),1985,
St. Martin (French part),1984,
St. Martin (French part),1983,
St. Martin (French part),1982,
St. Martin (French part),1981,
St. Martin (French part),1980,
St. Martin (French part),1979,
St. Martin (French part),1978,
St. Martin (French part),1977,
St. Martin (French part),1976,
St. Martin (French part),1975,
St. Martin (French part),1974,
St. Martin (French part),1973,
St. Martin (French part),1972,
St. Martin (French part),1971,
St. Martin (French part),1970,
St. Martin (French part),1969,
St. Martin (French part),1968,
St. Martin (French part),1967,
St. Martin (French part),1966,
St. Martin (French part),1965,
St. Martin (French part),1964,
St. Martin (French part),1963,
St. Martin (French part),1962,
St. Martin (French part),1961,
St. Martin (French part),1960,
St. Vincent and the Grenadines,2022,438000000.0
St. Vincent and the Grenadines,2021,373000000.0
St. Vincent and the Grenadines,2020,321000000.0
St. Vincent and the Grenadines,2019,335000000.0
St. Vincent and the Grenadines,2018,354000000.0
St. Vincent and the Grenadines,2017,330000000.0
St. Vincent and the Grenadines,2016,335000000.0
St. Vincent and the Grenadines,2015,334000000.0
St. Vincent and the Grenadines,2014,361000000.0
St. Vincent and the Grenadines,2013,370000000.0
St. Vincent and the Grenadines,2012,356000000.0
St. Vincent and the Grenadines,2011,332000000.0
St. Vincent and the Grenadines,2010,338000000.0
St. Vincent and the Grenadines,2009,333000000.0
St. Vincent and the Grenadines,2008,373000000.0
St. Vincent and the Grenadines,2007,327000000.0
St. Vincent and the Grenadines,2006,271000000.0
St. Vincent and the Grenadines,2005,240000000.0
St. Vincent and the Grenadines,2004,226000000.0
St. Vincent and the Grenadines,2003,201000000.0
St. Vincent and the Grenadines,2002,174000000.0
St. Vincent and the Grenadines,2001,186000000.0
St. Vincent and the Grenadines,2000,163000000.0
St. Vincent and the Grenadines,1999,201000000.0
St. Vincent and the Grenadines,1998,193000000.0
St. Vincent and the Grenadines,1997,188000000.0
St. Vincent and the Grenadines,1996,132000000.0
St. Vincent and the Grenadines,1995,136000000.0
St. Vincent and the Grenadines,1994,130000000.0
St. Vincent and the Grenadines,1993,134000000.0
St. Vincent and the Grenadines,1992,132000000.0
St. Vincent and the Grenadines,1991,140000000.0
St. Vincent and the Grenadines,1990,136000000.0
St. Vincent and the Grenadines,1989,127000000.0
St. Vincent and the Grenadines,1988,122000000.0
St. Vincent and the Grenadines,1987,99000000.0
St. Vincent and the Grenadines,1986,87000000.0
St. Vincent and the Grenadines,1985,79000000.0
St. Vincent and the Grenadines,1984,77000000.0
St. Vincent and the Grenadines,1983,70000000.0
St. Vincent and the Grenadines,1982,65000000.0
St. Vincent and the Grenadines,1981,58000000.0
St. Vincent and the Grenadines,1980,57000000.0
St. Vincent and the Grenadines,1979,47000000.0
St. Vincent and the Grenadines,1978,36000000.0
St. Vincent and the Grenadines,1977,30000000.0
St. Vincent and the Grenadines,1976,24000000.0
St. Vincent and the Grenadines,1975,25000000.0
St. Vincent and the Grenadines,1974,25000000.0
St. Vincent and the Grenadines,1973,19000000.0
St. Vincent and the Grenadines,1972,18000000.0
St. Vincent and the Grenadines,1971,18000000.0
St. Vincent and the Grenadines,1970,15000000.0
St. Vincent and the Grenadines,1969,12000000.0
St. Vincent and the Grenadines,1968,10000000.0
St. Vincent and the Grenadines,1967,9000000.0
St. Vincent and the Grenadines,1966,9000000.0
St. Vincent and the Grenadines,1965,9000000.0
St. Vincent and the Grenadines,1964,9000000.0
St. Vincent and the Grenadines,1963,7000000.0
St. Vincent and the Grenadines,1962,7000000.0
St. Vincent and the Grenadines,1961,7000000.0
St. Vincent and the Grenadines,1960,8000000.0
Sudan,2022,11095000000.0
Sudan,2021,9894000000.0
Sudan,2020,9838000000.0
Sudan,2019,9291000000.0
Sudan,2018,7850000000.0
Sudan,2017,9134000000.0
Sudan,2016,8311000000.0
Sudan,2015,9509000000.0
Sudan,2014,9211000000.0
Sudan,2013,9918000000.0
Sudan,2012,9230000000.0
Sudan,2011,9236000000.0
Sudan,2010,10045000000.0
Sudan,2009,9691000000.0
Sudan,2008,9352000000.0
Sudan,2007,8775000000.0
Sudan,2006,8074000000.0
Sudan,2005,6757000000.0
Sudan,2004,4075000000.0
Sudan,2003,2882000000.0
Sudan,2002,2446000000.0
Sudan,2001,1958000000.0
Sudan,2000,1553000000.0
Sudan,1999,1415000000.0
Sudan,1998,1915000000.0
Sudan,1997,1580000000.0
Sudan,1996,1548000000.0
Sudan,1995,1219000000.0
Sudan,1994,1227000000.0
Sudan,1993,945000000.0
Sudan,1992,821000000.0
Sudan,1991,890000000.0
Sudan,1990,619000000.0
Sudan,1989,1335000000.0
Sudan,1988,1060000000.0
Sudan,1987,871000000.0
Sudan,1986,961000000.0
Sudan,1985,771000000.0
Sudan,1984,1147000000.0
Sudan,1983,1354000000.0
Sudan,1982,1282000000.0
Sudan,1981,1553000000.0
Sudan,1980,1576000000.0
Sudan,1979,1109000000.0
Sudan,1978,1194000000.0
Sudan,1977,1081000000.0
Sudan,1976,980000000.0
Sudan,1975,887000000.0
Sudan,1974,642000000.0
Sudan,1973,436000000.0
Sudan,1972,320000000.0
Sudan,1971,331000000.0
Sudan,1970,288000000.0
Sudan,1969,257000000.0
Sudan,1968,258000000.0
Sudan,1967,214000000.0
Sudan,1966,222000000.0
Sudan,1965,208000000.0
Sudan,1964,274000000.0
Sudan,1963,285000000.0
Sudan,1962,257000000.0
Sudan,1961,238000000.0
Sudan,1960,183000000.0
Suriname,2022,1803000000.0
Suriname,2021,1381000000.0
Suriname,2020,1533000000.0
Suriname,2019,1711000000.0
Suriname,2018,1527000000.0
Suriname,2017,1280000000.0
Suriname,2016,1252000000.0
Suriname,2015,2028000000.0
Suriname,2014,1982000000.0
Suriname,2013,2174000000.0
Suriname,2012,1994000000.0
Suriname,2011,1638000000.0
Suriname,2010,1398000000.0
Suriname,2009,1390000000.0
Suriname,2008,1304000000.0
Suriname,2007,1044000000.0
Suriname,2006,1013000000.0
Suriname,2005,1050000000.0
Suriname,2004,742000000.0
Suriname,2003,704000000.0
Suriname,2002,492000000.0
Suriname,2001,461000000.0
Suriname,2000,526000000.0
Suriname,1999,486000000.0
Suriname,1998,552000000.0
Suriname,1997,658000000.0
Suriname,1996,501000000.0
Suriname,1995,585000000.0
Suriname,1994,423000000.0
Suriname,1993,525000000.0
Suriname,1992,542000000.0
Suriname,1991,509000000.0
Suriname,1990,472000000.0
Suriname,1989,443000000.0
Suriname,1988,351000000.0
Suriname,1987,294000000.0
Suriname,1986,327000000.0
Suriname,1985,299000000.0
Suriname,1984,346000000.0
Suriname,1983,472000000.0
Suriname,1982,514000000.0
Suriname,1981,568000000.0
Suriname,1980,504000000.0
Suriname,1979,411000000.0
Suriname,1978,382000000.0
Suriname,1977,398000000.0
Suriname,1976,294000000.0
Suriname,1975,262000000.0
Suriname,1974,230000000.0
Suriname,1973,158000000.0
Suriname,1972,145000000.0
Suriname,1971,126000000.0
Suriname,1970,115000000.0
Suriname,1969,111000000.0
Suriname,1968,100000000.0
Suriname,1967,103000000.0
Suriname,1966,90000000.0
Suriname,1965,93000000.0
Suriname,1964,81000000.0
Suriname,1963,58000000.0
Suriname,1962,55000000.0
Suriname,1961,54000000.0
Suriname,1960,54000000.0
Sweden,2022,202162000000.0
Sweden,2021,187108000000.0
Sweden,2020,149985000000.0
Sweden,2019,158971000000.0
Sweden,2018,170605000000.0
Sweden,2017,154215000000.0
Sweden,2016,141021000000.0
Sweden,2015,138398000000.0
Sweden,2014,162211000000.0
Sweden,2013,160609000000.0
Sweden,2012,164436000000.0
Sweden,2011,177026000000.0
Sweden,2010,148946000000.0
Sweden,2009,119876000000.0
Sweden,2008,168503000000.0
Sweden,2007,153226000000.0
Sweden,2006,127547000000.0
Sweden,2005,111697000000.0
Sweden,2004,100433000000.0
Sweden,2003,83540000000.0
Sweden,2002,66955000000.0
Sweden,2001,63200000000.0
Sweden,2000,72880000000.0
Sweden,1999,68580000000.0
Sweden,1998,68403000000.0
Sweden,1997,65596000000.0
Sweden,1996,66930000000.0
Sweden,1995,65036000000.0
Sweden,1994,55458000000.0
Sweden,1993,42713000000.0
Sweden,1992,50017000000.0
Sweden,1991,49990000000.0
Sweden,1990,54264000000.0
Sweden,1989,48975000000.0
Sweden,1988,45627000000.0
Sweden,1987,40706000000.0
Sweden,1986,32693000000.0
Sweden,1985,28548000000.0
Sweden,1984,26426000000.0
Sweden,1983,26098000000.0
Sweden,1982,27585000000.0
Sweden,1981,28840000000.0
Sweden,1980,33438000000.0
Sweden,1979,28735000000.0
Sweden,1978,20589000000.0
Sweden,1977,20137000000.0
Sweden,1976,19628000000.0
Sweden,1975,17450000000.0
Sweden,1974,16683000000.0
Sweden,1973,10907000000.0
Sweden,1972,8110000000.0
Sweden,1971,7067000000.0
Sweden,1970,7007000000.0
Sweden,1969,5909000000.0
Sweden,1968,5126000000.0
Sweden,1967,4701000000.0
Sweden,1966,4582000000.0
Sweden,1965,4377000000.0
Sweden,1964,3856000000.0
Sweden,1963,3393000000.0
Sweden,1962,3123000000.0
Sweden,1961,2929000000.0
Sweden,1960,2901000000.0
Switzerland,2022,356473000000.0
Switzerland,2021,324069000000.0
Switzerland,2020,291981000000.0
Switzerland,2019,277830000000.0
Switzerland,2018,279528000000.0
Switzerland,2017,269834000000.0
Switzerland,2016,270128000000.0
Switzerland,2015,253027000000.0
Switzerland,2014,275741000000.0
Switzerland,2013,321509000000.0
Switzerland,2012,295961000000.0
Switzerland,2011,208220000000.0
Switzerland,2010,176281000000.0
Switzerland,2009,155378000000.0
Switzerland,2008,183574000000.0
Switzerland,2007,161180000000.0
Switzerland,2006,141400000000.0
Switzerland,2005,126574000000.0
Switzerland,2004,115799000000.0
Switzerland,2003,100239000000.0
Switzerland,2002,87189000000.0
Switzerland,2001,84102000000.0
Switzerland,2000,82521000000.0
Switzerland,1999,79857000000.0
Switzerland,1998,80094000000.0
Switzerland,1997,75960000000.0
Switzerland,1996,78224000000.0
Switzerland,1995,80152000000.0
Switzerland,1994,67997000000.0
Switzerland,1993,60828000000.0
Switzerland,1992,65723000000.0
Switzerland,1991,66485000000.0
Switzerland,1990,69681000000.0
Switzerland,1989,58194000000.0
Switzerland,1988,56363000000.0
Switzerland,1987,50652000000.0
Switzerland,1986,41051000000.0
Switzerland,1985,30696000000.0
Switzerland,1984,29522000000.0
Switzerland,1983,29192000000.0
Switzerland,1982,28678000000.0
Switzerland,1981,30697000000.0
Switzerland,1980,36341000000.0
Switzerland,1979,29356000000.0
Switzerland,1978,23804000000.0
Switzerland,1977,17940000000.0
Switzerland,1976,14775000000.0
Switzerland,1975,13303000000.0
Switzerland,1974,14445000000.0
Switzerland,1973,11626000000.0
Switzerland,1972,8468000000.0
Switzerland,1971,7191000000.0
Switzerland,1970,6374000000.0
Switzerland,1969,5199000000.0
Switzerland,1968,4442000000.0
Switzerland,1967,4067000000.0
Switzerland,1966,3888000000.0
Switzerland,1965,3643000000.0
Switzerland,1964,3554000000.0
Switzerland,1963,3199000000.0
Switzerland,1962,2970000000.0
Switzerland,1961,2663000000.0
Switzerland,1960,2206000000.0
Syrian Arab Republic,2022,5846000000.0
Syrian Arab Republic,2021,5640000000.0
Syrian Arab Republic,2020,4568000000.0
Syrian Arab Republic,2019,5819000000.0
Syrian Arab Republic,2018,7111000000.0
Syrian Arab Republic,2017,6153000000.0
Syrian Arab Republic,2016,4934000000.0
Syrian Arab Republic,2015,6275000000.0
Syrian Arab Republic,2014,10220000000.0
Syrian Arab Republic,2013,8846000000.0
Syrian Arab Republic,2012,12583000000.0
Syrian Arab Republic,2011,19985000000.0
Syrian Arab Republic,2010,17562000000.0
Syrian Arab Republic,2009,15443000000.0
Syrian Arab Republic,2008,18105000000.0
Syrian Arab Republic,2007,14655000000.0
Syrian Arab Republic,2006,11488000000.0
Syrian Arab Republic,2005,10862000000.0
Syrian Arab Republic,2004,8411000000.0
Syrian Arab Republic,2003,5111000000.0
Syrian Arab Republic,2002,4488000000.0
Syrian Arab Republic,2001,4752000000.0
Syrian Arab Republic,2000,3815000000.0
Syrian Arab Republic,1999,3832000000.0
Syrian Arab Republic,1998,3895000000.0
Syrian Arab Republic,1997,4028000000.0
Syrian Arab Republic,1996,5380000000.0
Syrian Arab Republic,1995,4709000000.0
Syrian Arab Republic,1994,5467000000.0
Syrian Arab Republic,1993,4139000000.0
Syrian Arab Republic,1992,3490000000.0
Syrian Arab Republic,1991,2767000000.0
Syrian Arab Republic,1990,2400000000.0
Syrian Arab Republic,1989,2084000000.0
Syrian Arab Republic,1988,2216000000.0
Syrian Arab Republic,1987,2470000000.0
Syrian Arab Republic,1986,2728000000.0
Syrian Arab Republic,1985,3967000000.0
Syrian Arab Republic,1984,4116000000.0
Syrian Arab Republic,1983,4542000000.0
Syrian Arab Republic,1982,4028000000.0
Syrian Arab Republic,1981,5173000000.0
Syrian Arab Republic,1980,4124000000.0
Syrian Arab Republic,1979,3329000000.0
Syrian Arab Republic,1978,2459000000.0
Syrian Arab Republic,1977,2702000000.0
Syrian Arab Republic,1976,2383000000.0
Syrian Arab Republic,1975,1685000000.0
Syrian Arab Republic,1974,1227000000.0
Syrian Arab Republic,1973,613000000.0
Syrian Arab Republic,1972,540000000.0
Syrian Arab Republic,1971,439000000.0
Syrian Arab Republic,1970,360000000.0
Syrian Arab Republic,1969,370000000.0
Syrian Arab Republic,1968,313000000.0
Syrian Arab Republic,1967,265000000.0
Syrian Arab Republic,1966,289000000.0
Syrian Arab Republic,1965,213000000.0
Syrian Arab Republic,1964,236000000.0
Syrian Arab Republic,1963,235000000.0
Syrian Arab Republic,1962,231000000.0
Syrian Arab Republic,1961,199000000.0
Syrian Arab Republic,1960,239000000.0
Tajikistan,2022,5167000000.0
Tajikistan,2021,4210000000.0
Tajikistan,2020,3151000000.0
Tajikistan,2019,3349000000.0
Tajikistan,2018,3151000000.0
Tajikistan,2017,2775000000.0
Tajikistan,2016,3031000000.0
Tajikistan,2015,3436000000.0
Tajikistan,2014,4297000000.0
Tajikistan,2013,4151000000.0
Tajikistan,2012,3778000000.0
Tajikistan,2011,3206000000.0
Tajikistan,2010,2657000000.0
Tajikistan,2009,2570000000.0
Tajikistan,2008,3273000000.0
Tajikistan,2007,2455000000.0
Tajikistan,2006,1723000000.0
Tajikistan,2005,1330000000.0
Tajikistan,2004,1191000000.0
Tajikistan,2003,881000000.0
Tajikistan,2002,721000000.0
Tajikistan,2001,688000000.0
Tajikistan,2000,675000000.0
Tajikistan,1999,663000000.0
Tajikistan,1998,710000000.0
Tajikistan,1997,750000000.0
Tajikistan,1996,670000000.0
Tajikistan,1995,810000000.0
Tajikistan,1994,545000000.0
Tajikistan,1993,463000000.0
Tajikistan,1992,132000000.0
Tajikistan,1991,
Tajikistan,1990,
Tajikistan,1989,
Tajikistan,1988,
Tajikistan,1987,
Tajikistan,1986,
Tajikistan,1985,
Tajikistan,1984,
Tajikistan,1983,
Tajikistan,1982,
Tajikistan,1981,
Tajikistan,1980,
Tajikistan,1979,
Tajikistan,1978,
Tajikistan,1977,
Tajikistan,1976,
Tajikistan,1975,
Tajikistan,1974,
Tajikistan,1973,
Tajikistan,1972,
Tajikistan,1971,
Tajikistan,1970,
Tajikistan,1969,
Tajikistan,1968,
Tajikistan,1967,
Tajikistan,1966,
Tajikistan,1965,
Tajikistan,1964,
Tajikistan,1963,
Tajikistan,1962,
Tajikistan,1961,
Tajikistan,1960,
Tanzania,2022,14219000000.0
Tanzania,2021,10024000000.0
Tanzania,2020,8439000000.0
Tanzania,2019,9452000000.0
Tanzania,2018,9120000000.0
Tanzania,2017,8299000000.0
Tanzania,2016,9300000000.0
Tanzania,2015,10789000000.0
Tanzania,2014,11993000000.0
Tanzania,2013,12091000000.0
Tanzania,2012,11346000000.0
Tanzania,2011,10799000000.0
Tanzania,2010,7874000000.0
Tanzania,2009,6411000000.0
Tanzania,2008,7703000000.0
Tanzania,2007,5337000000.0
Tanzania,2006,4246000000.0
Tanzania,2005,3287000000.0
Tanzania,2004,2726000000.0
Tanzania,2003,2125000000.0
Tanzania,2002,1660000000.0
Tanzania,2001,1712000000.0
Tanzania,2000,1524000000.0
Tanzania,1999,1556000000.0
Tanzania,1998,1453000000.0
Tanzania,1997,1337000000.0
Tanzania,1996,1388000000.0
Tanzania,1995,1675000000.0
Tanzania,1994,1504000000.0
Tanzania,1993,1497000000.0
Tanzania,1992,1510000000.0
Tanzania,1991,1533000000.0
Tanzania,1990,1027000000.0
Tanzania,1989,990000000.0
Tanzania,1988,823000000.0
Tanzania,1987,929000000.0
Tanzania,1986,937000000.0
Tanzania,1985,1324000000.0
Tanzania,1984,665000000.0
Tanzania,1983,832000000.0
Tanzania,1982,1166000000.0
Tanzania,1981,1213000000.0
Tanzania,1980,1252000000.0
Tanzania,1979,1105000000.0
Tanzania,1978,1145000000.0
Tanzania,1977,744000000.0
Tanzania,1976,638000000.0
Tanzania,1975,778000000.0
Tanzania,1974,753000000.0
Tanzania,1973,497000000.0
Tanzania,1972,404000000.0
Tanzania,1971,382000000.0
Tanzania,1970,318000000.0
Tanzania,1969,239000000.0
Tanzania,1968,257000000.0
Tanzania,1967,229000000.0
Tanzania,1966,237000000.0
Tanzania,1965,197000000.0
Tanzania,1964,177000000.0
Tanzania,1963,113000000.0
Tanzania,1962,113000000.0
Tanzania,1961,112000000.0
Tanzania,1960,111000000.0
Thailand,2022,303191000000.0
Thailand,2021,266882000000.0
Thailand,2020,206156000000.0
Thailand,2019,236260000000.0
Thailand,2018,248201000000.0
Thailand,2017,221519000000.0
Thailand,2016,194198000000.0
Thailand,2015,202653000000.0
Thailand,2014,227749000000.0
Thailand,2013,250407000000.0
Thailand,2012,249115000000.0
Thailand,2011,228787000000.0
Thailand,2010,182921000000.0
Thailand,2009,133709000000.0
Thailand,2008,179225000000.0
