Country,Year,Net migration
Romania,1978,-31297.0
Romania,1977,-27834.0
Romania,1976,77674.0
Romania,1975,58626.0
Romania,1974,53621.0
Romania,1973,80665.0
Romania,1972,52257.0
Romania,1971,28445.0
Romania,1970,-10510.0
Romania,1969,-52807.0
Romania,1968,-144389.0
Romania,1967,-181606.0
Romania,1966,-16716.0
Romania,1965,-12261.0
Romania,1964,-16856.0
Romania,1963,-18074.0
Romania,1962,6071.0
Romania,1961,-650.0
Romania,1960,-24974.0
Russian Federation,2022,
Russian Federation,2021,320617.0
Russian Federation,2020,340711.0
Russian Federation,2019,333509.0
Russian Federation,2018,336527.0
Russian Federation,2017,350105.0
Russian Federation,2016,373316.0
Russian Federation,2015,384942.0
Russian Federation,2014,260843.0
Russian Federation,2013,291552.0
Russian Federation,2012,304059.0
Russian Federation,2011,295952.0
Russian Federation,2010,253479.0
Russian Federation,2009,374958.0
Russian Federation,2008,385471.0
Russian Federation,2007,372974.0
Russian Federation,2006,282022.0
Russian Federation,2005,244437.0
Russian Federation,2004,239753.0
Russian Federation,2003,241147.0
Russian Federation,2002,289174.0
Russian Federation,2001,287206.0
Russian Federation,2000,404928.0
Russian Federation,1999,518140.0
Russian Federation,1998,464127.0
Russian Federation,1997,463215.0
Russian Federation,1996,463685.0
Russian Federation,1995,544803.0
Russian Federation,1994,658544.0
Russian Federation,1993,731233.0
Russian Federation,1992,443129.0
Russian Federation,1991,124261.0
Russian Federation,1990,257950.0
Russian Federation,1989,68756.0
Russian Federation,1988,238663.0
Russian Federation,1987,261154.0
Russian Federation,1986,288619.0
Russian Federation,1985,220025.0
Russian Federation,1984,188219.0
Russian Federation,1983,219394.0
Russian Federation,1982,102830.0
Russian Federation,1981,13524.0
Russian Federation,1980,5810.0
Russian Federation,1979,11666.0
Russian Federation,1978,126465.0
Russian Federation,1977,132259.0
Russian Federation,1976,112189.0
Russian Federation,1975,74147.0
Russian Federation,1974,-39791.0
Russian Federation,1973,-116848.0
Russian Federation,1972,-90664.0
Russian Federation,1971,-98924.0
Russian Federation,1970,-243934.0
Russian Federation,1969,-69192.0
Russian Federation,1968,-149880.0
Russian Federation,1967,-97641.0
Russian Federation,1966,-104991.0
Russian Federation,1965,-154888.0
Russian Federation,1964,-165355.0
Russian Federation,1963,-184852.0
Russian Federation,1962,-195932.0
Russian Federation,1961,-143868.0
Russian Federation,1960,-161432.0
Rwanda,2022,
Rwanda,2021,-6112.0
Rwanda,2020,-1579.0
Rwanda,2019,-11823.0
Rwanda,2018,-10794.0
Rwanda,2017,-5169.0
Rwanda,2016,-2605.0
Rwanda,2015,-14477.0
Rwanda,2014,-15027.0
Rwanda,2013,-15833.0
Rwanda,2012,-14824.0
Rwanda,2011,-5358.0
Rwanda,2010,-8394.0
Rwanda,2009,-15121.0
Rwanda,2008,-16880.0
Rwanda,2007,-17724.0
Rwanda,2006,-20195.0
Rwanda,2005,-23051.0
Rwanda,2004,-18936.0
Rwanda,2003,-17399.0
Rwanda,2002,-47989.0
Rwanda,2001,-91955.0
Rwanda,2000,-99860.0
Rwanda,1999,-97819.0
Rwanda,1998,-84051.0
Rwanda,1997,239690.0
Rwanda,1996,1372202.0
Rwanda,1995,443316.0
Rwanda,1994,-2162873.0
Rwanda,1993,126168.0
Rwanda,1992,3454.0
Rwanda,1991,-48085.0
Rwanda,1990,-31720.0
Rwanda,1989,-46816.0
Rwanda,1988,-26673.0
Rwanda,1987,10619.0
Rwanda,1986,17982.0
Rwanda,1985,4017.0
Rwanda,1984,-18739.0
Rwanda,1983,-14660.0
Rwanda,1982,12606.0
Rwanda,1981,14235.0
Rwanda,1980,4634.0
Rwanda,1979,-3474.0
Rwanda,1978,-13849.0
Rwanda,1977,-11093.0
Rwanda,1976,-7034.0
Rwanda,1975,-4792.0
Rwanda,1974,-4531.0
Rwanda,1973,-3860.0
Rwanda,1972,-4148.0
Rwanda,1971,-4213.0
Rwanda,1970,1156.0
Rwanda,1969,2984.0
Rwanda,1968,4722.0
Rwanda,1967,4652.0
Rwanda,1966,-1943.0
Rwanda,1965,-9788.0
Rwanda,1964,-19490.0
Rwanda,1963,-25565.0
Rwanda,1962,-25631.0
Rwanda,1961,-20540.0
Rwanda,1960,-13204.0
Samoa,2022,
Samoa,2021,-882.0
Samoa,2020,-1060.0
Samoa,2019,-2469.0
Samoa,2018,-2739.0
Samoa,2017,-2824.0
Samoa,2016,-2772.0
Samoa,2015,-3137.0
Samoa,2014,-3161.0
Samoa,2013,-3182.0
Samoa,2012,-3215.0
Samoa,2011,-3246.0
Samoa,2010,-3274.0
Samoa,2009,-3252.0
Samoa,2008,-3244.0
Samoa,2007,-3334.0
Samoa,2006,-3553.0
Samoa,2005,-4040.0
Samoa,2004,-4022.0
Samoa,2003,-3966.0
Samoa,2002,-3772.0
Samoa,2001,-3489.0
Samoa,2000,-3020.0
Samoa,1999,-3001.0
Samoa,1998,-2986.0
Samoa,1997,-2984.0
Samoa,1996,-3003.0
Samoa,1995,-3004.0
Samoa,1994,-2979.0
Samoa,1993,-2944.0
Samoa,1992,-3166.0
Samoa,1991,-3705.0
Samoa,1990,-4286.0
Samoa,1989,-4241.0
Samoa,1988,-4097.0
Samoa,1987,-3812.0
Samoa,1986,-4739.0
Samoa,1985,-5010.0
Samoa,1984,-4975.0
Samoa,1983,-4815.0
Samoa,1982,-4511.0
Samoa,1981,-3483.0
Samoa,1980,-3270.0
Samoa,1979,-3227.0
Samoa,1978,-3071.0
Samoa,1977,-2893.0
Samoa,1976,-1887.0
Samoa,1975,-1654.0
Samoa,1974,-1572.0
Samoa,1973,-2375.0
Samoa,1972,-2357.0
Samoa,1971,-2333.0
Samoa,1970,-2307.0
Samoa,1969,-2274.0
Samoa,1968,-2239.0
Samoa,1967,-1944.0
Samoa,1966,-1373.0
Samoa,1965,-1037.0
Samoa,1964,-984.0
Samoa,1963,-998.0
Samoa,1962,-917.0
Samoa,1961,-670.0
Samoa,1960,-477.0
San Marino,2022,
San Marino,2021,41.0
San Marino,2020,-138.0
San Marino,2019,148.0
San Marino,2018,137.0
San Marino,2017,302.0
San Marino,2016,344.0
San Marino,2015,317.0
San Marino,2014,119.0
San Marino,2013,109.0
San Marino,2012,195.0
San Marino,2011,1043.0
San Marino,2010,641.0
San Marino,2009,366.0
San Marino,2008,213.0
San Marino,2007,268.0
San Marino,2006,432.0
San Marino,2005,381.0
San Marino,2004,333.0
San Marino,2003,483.0
San Marino,2002,590.0
San Marino,2001,463.0
San Marino,2000,386.0
San Marino,1999,289.0
San Marino,1998,322.0
San Marino,1997,285.0
San Marino,1996,266.0
San Marino,1995,275.0
San Marino,1994,273.0
San Marino,1993,300.0
San Marino,1992,318.0
San Marino,1991,251.0
San Marino,1990,273.0
San Marino,1989,265.0
San Marino,1988,149.0
San Marino,1987,-36.0
San Marino,1986,41.0
San Marino,1985,164.0
San Marino,1984,33.0
San Marino,1983,115.0
San Marino,1982,113.0
San Marino,1981,175.0
San Marino,1980,173.0
San Marino,1979,172.0
San Marino,1978,204.0
San Marino,1977,180.0
San Marino,1976,197.0
San Marino,1975,218.0
San Marino,1974,191.0
San Marino,1973,342.0
San Marino,1972,195.0
San Marino,1971,198.0
San Marino,1970,-449.0
San Marino,1969,-370.0
San Marino,1968,247.0
San Marino,1967,160.0
San Marino,1966,127.0
San Marino,1965,170.0
San Marino,1964,188.0
San Marino,1963,189.0
San Marino,1962,205.0
San Marino,1961,188.0
San Marino,1960,218.0
Sao Tome and Principe,2022,
Sao Tome and Principe,2021,-792.0
Sao Tome and Principe,2020,0.0
Sao Tome and Principe,2019,-1718.0
Sao Tome and Principe,2018,-1758.0
Sao Tome and Principe,2017,-1775.0
Sao Tome and Principe,2016,-1786.0
Sao Tome and Principe,2015,-1800.0
Sao Tome and Principe,2014,-1794.0
Sao Tome and Principe,2013,-1781.0
Sao Tome and Principe,2012,-1736.0
Sao Tome and Principe,2011,-1641.0
Sao Tome and Principe,2010,-1527.0
Sao Tome and Principe,2009,-1306.0
Sao Tome and Principe,2008,-1176.0
Sao Tome and Principe,2007,-1086.0
Sao Tome and Principe,2006,-1072.0
Sao Tome and Principe,2005,-1023.0
Sao Tome and Principe,2004,-991.0
Sao Tome and Principe,2003,-889.0
Sao Tome and Principe,2002,-739.0
Sao Tome and Principe,2001,-1292.0
Sao Tome and Principe,2000,-2512.0
Sao Tome and Principe,1999,-2274.0
Sao Tome and Principe,1998,-2024.0
Sao Tome and Principe,1997,-1801.0
Sao Tome and Principe,1996,-1625.0
Sao Tome and Principe,1995,-1494.0
Sao Tome and Principe,1994,-1376.0
Sao Tome and Principe,1993,-1261.0
Sao Tome and Principe,1992,-1175.0
Sao Tome and Principe,1991,-1121.0
Sao Tome and Principe,1990,-724.0
Sao Tome and Principe,1989,-559.0
Sao Tome and Principe,1988,-469.0
Sao Tome and Principe,1987,-472.0
Sao Tome and Principe,1986,-603.0
Sao Tome and Principe,1985,-821.0
Sao Tome and Principe,1984,-1051.0
Sao Tome and Principe,1983,-1206.0
Sao Tome and Principe,1982,-1206.0
Sao Tome and Principe,1981,-1062.0
Sao Tome and Principe,1980,-775.0
Sao Tome and Principe,1979,-483.0
Sao Tome and Principe,1978,-278.0
Sao Tome and Principe,1977,-258.0
Sao Tome and Principe,1976,-306.0
Sao Tome and Principe,1975,-396.0
Sao Tome and Principe,1974,-474.0
Sao Tome and Principe,1973,-528.0
Sao Tome and Principe,1972,-517.0
Sao Tome and Principe,1971,-432.0
Sao Tome and Principe,1970,-283.0
Sao Tome and Principe,1969,-427.0
Sao Tome and Principe,1968,-496.0
Sao Tome and Principe,1967,-617.0
Sao Tome and Principe,1966,-709.0
Sao Tome and Principe,1965,-784.0
Sao Tome and Principe,1964,-830.0
Sao Tome and Principe,1963,-856.0
Sao Tome and Principe,1962,-909.0
Sao Tome and Principe,1961,-904.0
Sao Tome and Principe,1960,-1158.0
Saudi Arabia,2022,
Saudi Arabia,2021,-153883.0
Saudi Arabia,2020,-1025295.0
Saudi Arabia,2019,241172.0
Saudi Arabia,2018,253245.0
Saudi Arabia,2017,282947.0
Saudi Arabia,2016,171429.0
Saudi Arabia,2015,60337.0
Saudi Arabia,2014,65520.0
Saudi Arabia,2013,77738.0
Saudi Arabia,2012,88879.0
Saudi Arabia,2011,94083.0
Saudi Arabia,2010,236962.0
Saudi Arabia,2009,494189.0
Saudi Arabia,2008,495131.0
Saudi Arabia,2007,495746.0
Saudi Arabia,2006,490805.0
Saudi Arabia,2005,481349.0
Saudi Arabia,2004,10112.0
Saudi Arabia,2003,17278.0
Saudi Arabia,2002,22830.0
Saudi Arabia,2001,19616.0
Saudi Arabia,2000,17241.0
Saudi Arabia,1999,24400.0
Saudi Arabia,1998,29767.0
Saudi Arabia,1997,31781.0
Saudi Arabia,1996,29773.0
Saudi Arabia,1995,27095.0
Saudi Arabia,1994,35332.0
Saudi Arabia,1993,31317.0
Saudi Arabia,1992,130258.0
Saudi Arabia,1991,165010.0
Saudi Arabia,1990,186898.0
Saudi Arabia,1989,182375.0
Saudi Arabia,1988,178115.0
Saudi Arabia,1987,170249.0
Saudi Arabia,1986,162807.0
Saudi Arabia,1985,163926.0
Saudi Arabia,1984,160314.0
Saudi Arabia,1983,159355.0
Saudi Arabia,1982,150272.0
Saudi Arabia,1981,145612.0
Saudi Arabia,1980,148004.0
Saudi Arabia,1979,143124.0
Saudi Arabia,1978,140992.0
Saudi Arabia,1977,138007.0
Saudi Arabia,1976,126764.0
Saudi Arabia,1975,132741.0
Saudi Arabia,1974,138421.0
Saudi Arabia,1973,128233.0
Saudi Arabia,1972,110281.0
Saudi Arabia,1971,84904.0
Saudi Arabia,1970,63988.0
Saudi Arabia,1969,51717.0
Saudi Arabia,1968,44158.0
Saudi Arabia,1967,38216.0
Saudi Arabia,1966,31542.0
Saudi Arabia,1965,28951.0
Saudi Arabia,1964,25956.0
Saudi Arabia,1963,23247.0
Saudi Arabia,1962,19752.0
Saudi Arabia,1961,14989.0
Saudi Arabia,1960,7608.0
Senegal,2022,
Senegal,2021,-10091.0
Senegal,2020,-10090.0
Senegal,2019,-19973.0
Senegal,2018,-19973.0
Senegal,2017,-20576.0
Senegal,2016,-24720.0
Senegal,2015,-31006.0
Senegal,2014,-37405.0
Senegal,2013,-45857.0
Senegal,2012,-42976.0
Senegal,2011,-43352.0
Senegal,2010,-43569.0
Senegal,2009,-43643.0
Senegal,2008,-43583.0
Senegal,2007,-43365.0
Senegal,2006,-42731.0
Senegal,2005,-41857.0
Senegal,2004,-41027.0
Senegal,2003,-40489.0
Senegal,2002,-40555.0
Senegal,2001,-41509.0
Senegal,2000,-42952.0
Senegal,1999,-44377.0
Senegal,1998,-45291.0
Senegal,1997,-44599.0
Senegal,1996,-39240.0
Senegal,1995,-31064.0
Senegal,1994,-22681.0
Senegal,1993,-16672.0
Senegal,1992,-14820.0
Senegal,1991,-13810.0
Senegal,1990,-12986.0
Senegal,1989,-12391.0
Senegal,1988,-12070.0
Senegal,1987,-12114.0
Senegal,1986,-12693.0
Senegal,1985,-18686.0
Senegal,1984,-24926.0
Senegal,1983,-26291.0
Senegal,1982,-27752.0
Senegal,1981,-30044.0
Senegal,1980,-32711.0
Senegal,1979,-35122.0
Senegal,1978,-36651.0
Senegal,1977,-35820.0
Senegal,1976,-18745.0
Senegal,1975,-7870.0
Senegal,1974,3347.0
Senegal,1973,11382.0
Senegal,1972,13851.0
Senegal,1971,15133.0
Senegal,1970,16164.0
Senegal,1969,16882.0
Senegal,1968,17260.0
Senegal,1967,17110.0
Senegal,1966,15854.0
Senegal,1965,13910.0
Senegal,1964,11888.0
Senegal,1963,10371.0
Senegal,1962,9810.0
Senegal,1961,9545.0
Senegal,1960,9338.0
Serbia,2022,
Serbia,2021,243.0
Serbia,2020,243.0
Serbia,2019,489.0
Serbia,2018,3346.0
Serbia,2017,4465.0
Serbia,2016,5901.0
Serbia,2015,7368.0
Serbia,2014,8072.0
Serbia,2013,7198.0
Serbia,2012,3968.0
Serbia,2011,28.0
Serbia,2010,-20.0
Serbia,2009,46.0
Serbia,2008,98.0
Serbia,2007,117.0
Serbia,2006,185.0
Serbia,2005,351.0
Serbia,2004,480.0
Serbia,2003,511.0
Serbia,2002,1543.0
Serbia,2001,-5.0
Serbia,2000,2082.0
Serbia,1999,3950.0
Serbia,1998,3799.0
Serbia,1997,5364.0
Serbia,1996,7573.0
Serbia,1995,7879.0
Serbia,1994,7520.0
Serbia,1993,9203.0
Serbia,1992,7805.0
Serbia,1991,-62389.0
Serbia,1990,-651.0
Serbia,1989,2982.0
Serbia,1988,1950.0
Serbia,1987,-521.0
Serbia,1986,2073.0
Serbia,1985,1869.0
Serbia,1984,964.0
Serbia,1983,188.0
Serbia,1982,-1274.0
Serbia,1981,1920.0
Serbia,1980,9690.0
Serbia,1979,18242.0
Serbia,1978,17662.0
Serbia,1977,16585.0
Serbia,1976,15468.0
Serbia,1975,14294.0
Serbia,1974,13006.0
Serbia,1973,11901.0
Serbia,1972,10820.0
Serbia,1971,5844.0
Serbia,1970,4673.0
Serbia,1969,4144.0
Serbia,1968,4102.0
Serbia,1967,4086.0
Serbia,1966,3972.0
Serbia,1965,4063.0
Serbia,1964,4302.0
Serbia,1963,4388.0
Serbia,1962,4013.0
Serbia,1961,7117.0
Serbia,1960,-10246.0
Seychelles,2022,
Seychelles,2021,146.0
Seychelles,2020,146.0
Seychelles,2019,305.0
Seychelles,2018,276.0
Seychelles,2017,259.0
Seychelles,2016,251.0
Seychelles,2015,245.0
Seychelles,2014,263.0
Seychelles,2013,323.0
Seychelles,2012,369.0
Seychelles,2011,378.0
Seychelles,2010,376.0
Seychelles,2009,317.0
Seychelles,2008,305.0
Seychelles,2007,276.0
Seychelles,2006,259.0
Seychelles,2005,251.0
Seychelles,2004,245.0
Seychelles,2003,263.0
Seychelles,2002,320.0
Seychelles,2001,363.0
Seychelles,2000,376.0
Seychelles,1999,374.0
Seychelles,1998,262.0
Seychelles,1997,370.0
Seychelles,1996,-48.0
Seychelles,1995,-48.0
Seychelles,1994,-55.0
Seychelles,1993,-376.0
Seychelles,1992,-369.0
Seychelles,1991,-339.0
Seychelles,1990,-320.0
Seychelles,1989,-303.0
Seychelles,1988,-327.0
Seychelles,1987,-454.0
Seychelles,1986,-580.0
Seychelles,1985,-601.0
Seychelles,1984,-600.0
Seychelles,1983,-592.0
Seychelles,1982,-592.0
Seychelles,1981,-591.0
Seychelles,1980,-599.0
Seychelles,1979,-601.0
Seychelles,1978,-499.0
Seychelles,1977,-199.0
Seychelles,1976,24.0
Seychelles,1975,93.0
Seychelles,1974,84.0
Seychelles,1973,93.0
Seychelles,1972,244.0
Seychelles,1971,242.0
Seychelles,1970,167.0
Seychelles,1969,160.0
Seychelles,1968,166.0
Seychelles,1967,127.0
Seychelles,1966,86.0
Seychelles,1965,56.0
Seychelles,1964,71.0
Seychelles,1963,13.0
Seychelles,1962,2.0
Seychelles,1961,-8.0
Seychelles,1960,21.0
Sierra Leone,2022,
Sierra Leone,2021,-1544.0
Sierra Leone,2020,1292.0
Sierra Leone,2019,-2238.0
Sierra Leone,2018,-2741.0
Sierra Leone,2017,1234.0
Sierra Leone,2016,4657.0
Sierra Leone,2015,-356.0
Sierra Leone,2014,485.0
Sierra Leone,2013,2773.0
Sierra Leone,2012,988.0
Sierra Leone,2011,6895.0
Sierra Leone,2010,7983.0
Sierra Leone,2009,18145.0
Sierra Leone,2008,1182.0
Sierra Leone,2007,-6042.0
Sierra Leone,2006,-34052.0
Sierra Leone,2005,-1805.0
Sierra Leone,2004,23897.0
Sierra Leone,2003,69185.0
Sierra Leone,2002,86578.0
Sierra Leone,2001,227791.0
Sierra Leone,2000,83013.0
Sierra Leone,1999,-84926.0
Sierra Leone,1998,-76766.0
Sierra Leone,1997,-48437.0
Sierra Leone,1996,-52110.0
Sierra Leone,1995,-112857.0
Sierra Leone,1994,-77371.0
Sierra Leone,1993,-95476.0
Sierra Leone,1992,-129565.0
Sierra Leone,1991,-238965.0
Sierra Leone,1990,131587.0
Sierra Leone,1989,-5079.0
Sierra Leone,1988,9470.0
Sierra Leone,1987,9558.0
Sierra Leone,1986,7992.0
Sierra Leone,1985,-7873.0
Sierra Leone,1984,-8708.0
Sierra Leone,1983,-8783.0
Sierra Leone,1982,-11379.0
Sierra Leone,1981,-12699.0
Sierra Leone,1980,-11641.0
Sierra Leone,1979,-13095.0
Sierra Leone,1978,-13073.0
Sierra Leone,1977,-12399.0
Sierra Leone,1976,-15686.0
Sierra Leone,1975,-13058.0
Sierra Leone,1974,-11473.0
Sierra Leone,1973,-9322.0
Sierra Leone,1972,-8267.0
Sierra Leone,1971,-8162.0
Sierra Leone,1970,-4957.0
Sierra Leone,1969,-4485.0
Sierra Leone,1968,-3743.0
Sierra Leone,1967,-2819.0
Sierra Leone,1966,-2911.0
Sierra Leone,1965,-1851.0
Sierra Leone,1964,-2308.0
Sierra Leone,1963,-2480.0
Sierra Leone,1962,-2658.0
Sierra Leone,1961,-2947.0
Sierra Leone,1960,-3528.0
Singapore,2022,
Singapore,2021,19321.0
Singapore,2020,21324.0
Singapore,2019,40624.0
Singapore,2018,35726.0
Singapore,2017,35449.0
Singapore,2016,36498.0
Singapore,2015,40958.0
Singapore,2014,60308.0
Singapore,2013,67504.0
Singapore,2012,67992.0
Singapore,2011,72396.0
Singapore,2010,109045.0
Singapore,2009,142947.0
Singapore,2008,145016.0
Singapore,2007,147762.0
Singapore,2006,149376.0
Singapore,2005,80422.0
Singapore,2004,15629.0
Singapore,2003,19770.0
Singapore,2002,22897.0
Singapore,2001,32038.0
Singapore,2000,39387.0
Singapore,1999,69080.0
Singapore,1998,74882.0
Singapore,1997,70128.0
Singapore,1996,77188.0
Singapore,1995,67448.0
Singapore,1994,69606.0
Singapore,1993,68911.0
Singapore,1992,71430.0
Singapore,1991,71936.0
Singapore,1990,44423.0
Singapore,1989,29014.0
Singapore,1988,26581.0
Singapore,1987,34031.0
Singapore,1986,37987.0
Singapore,1985,31389.0
Singapore,1984,31375.0
Singapore,1983,31067.0
Singapore,1982,26756.0
Singapore,1981,25684.0
Singapore,1980,17373.0
Singapore,1979,9866.0
Singapore,1978,5245.0
Singapore,1977,3897.0
Singapore,1976,433.0
Singapore,1975,1104.0
Singapore,1974,1127.0
Singapore,1973,1267.0
Singapore,1972,904.0
Singapore,1971,-218.0
Singapore,1970,607.0
Singapore,1969,-43.0
Singapore,1968,1047.0
Singapore,1967,372.0
Singapore,1966,-1517.0
Singapore,1965,422.0
Singapore,1964,-2188.0
Singapore,1963,-2171.0
Singapore,1962,-756.0
Singapore,1961,210.0
Singapore,1960,1688.0
Sint Maarten (Dutch part),2022,
Sint Maarten (Dutch part),2021,212.0
Sint Maarten (Dutch part),2020,475.0
Sint Maarten (Dutch part),2019,540.0
Sint Maarten (Dutch part),2018,640.0
Sint Maarten (Dutch part),2017,-50.0
Sint Maarten (Dutch part),2016,969.0
Sint Maarten (Dutch part),2015,1027.0
Sint Maarten (Dutch part),2014,901.0
Sint Maarten (Dutch part),2013,1609.0
Sint Maarten (Dutch part),2012,2953.0
Sint Maarten (Dutch part),2011,0.0
Sint Maarten (Dutch part),2010,-62.0
Sint Maarten (Dutch part),2009,23.0
Sint Maarten (Dutch part),2008,27.0
Sint Maarten (Dutch part),2007,63.0
Sint Maarten (Dutch part),2006,8.0
Sint Maarten (Dutch part),2005,11.0
Sint Maarten (Dutch part),2004,9.0
Sint Maarten (Dutch part),2003,-6.0
Sint Maarten (Dutch part),2002,-35.0
Sint Maarten (Dutch part),2001,-309.0
Sint Maarten (Dutch part),2000,-594.0
Sint Maarten (Dutch part),1999,-657.0
Sint Maarten (Dutch part),1998,-688.0
Sint Maarten (Dutch part),1997,-723.0
Sint Maarten (Dutch part),1996,-727.0
Sint Maarten (Dutch part),1995,-719.0
Sint Maarten (Dutch part),1994,-695.0
Sint Maarten (Dutch part),1993,-659.0
Sint Maarten (Dutch part),1992,433.0
Sint Maarten (Dutch part),1991,1465.0
Sint Maarten (Dutch part),1990,1402.0
Sint Maarten (Dutch part),1989,1342.0
Sint Maarten (Dutch part),1988,1289.0
Sint Maarten (Dutch part),1987,1261.0
Sint Maarten (Dutch part),1986,1248.0
Sint Maarten (Dutch part),1985,1237.0
Sint Maarten (Dutch part),1984,1225.0
Sint Maarten (Dutch part),1983,1215.0
Sint Maarten (Dutch part),1982,1201.0
Sint Maarten (Dutch part),1981,808.0
Sint Maarten (Dutch part),1980,438.0
Sint Maarten (Dutch part),1979,440.0
Sint Maarten (Dutch part),1978,438.0
Sint Maarten (Dutch part),1977,433.0
Sint Maarten (Dutch part),1976,420.0
Sint Maarten (Dutch part),1975,412.0
Sint Maarten (Dutch part),1974,399.0
Sint Maarten (Dutch part),1973,382.0
Sint Maarten (Dutch part),1972,356.0
Sint Maarten (Dutch part),1971,340.0
Sint Maarten (Dutch part),1970,336.0
Sint Maarten (Dutch part),1969,334.0
Sint Maarten (Dutch part),1968,329.0
Sint Maarten (Dutch part),1967,321.0
Sint Maarten (Dutch part),1966,310.0
Sint Maarten (Dutch part),1965,301.0
Sint Maarten (Dutch part),1964,285.0
Sint Maarten (Dutch part),1963,269.0
Sint Maarten (Dutch part),1962,254.0
Sint Maarten (Dutch part),1961,237.0
Sint Maarten (Dutch part),1960,177.0
Slovak Republic,2022,
Slovak Republic,2021,1746.0
Slovak Republic,2020,1746.0
Slovak Republic,2019,3378.0
Slovak Republic,2018,3752.0
Slovak Republic,2017,3542.0
Slovak Republic,2016,3682.0
Slovak Republic,2015,2637.0
Slovak Republic,2014,1058.0
Slovak Republic,2013,1279.0
Slovak Republic,2012,2629.0
Slovak Republic,2011,-1855.0
Slovak Republic,2010,-1558.0
Slovak Republic,2009,1148.0
Slovak Republic,2008,761.0
Slovak Republic,2007,363.0
Slovak Republic,2006,-26.0
Slovak Republic,2005,-219.0
Slovak Republic,2004,-225.0
Slovak Republic,2003,-325.0
Slovak Republic,2002,-571.0
Slovak Republic,2001,-791.0
Slovak Republic,2000,-1135.0
Slovak Republic,1999,-102.0
Slovak Republic,1998,-186.0
Slovak Republic,1997,45.0
Slovak Republic,1996,-157.0
Slovak Republic,1995,-591.0
Slovak Republic,1994,-699.0
Slovak Republic,1993,-602.0
Slovak Republic,1992,-983.0
Slovak Republic,1991,-526.0
Slovak Republic,1990,-10132.0
Slovak Republic,1989,-7923.0
Slovak Republic,1988,-7201.0
Slovak Republic,1987,-7012.0
Slovak Republic,1986,-6853.0
Slovak Republic,1985,-6829.0
Slovak Republic,1984,-7276.0
Slovak Republic,1983,-7322.0
Slovak Republic,1982,-7022.0
Slovak Republic,1981,-6829.0
Slovak Republic,1980,-6420.0
Slovak Republic,1979,-5142.0
Slovak Republic,1978,-5165.0
Slovak Republic,1977,-5041.0
Slovak Republic,1976,-4919.0
Slovak Republic,1975,-4945.0
Slovak Republic,1974,-4496.0
Slovak Republic,1973,-4057.0
Slovak Republic,1972,-3782.0
Slovak Republic,1971,-3628.0
Slovak Republic,1970,-5293.0
Slovak Republic,1969,-9161.0
Slovak Republic,1968,-9443.0
Slovak Republic,1967,-9304.0
Slovak Republic,1966,-9277.0
Slovak Republic,1965,-9248.0
Slovak Republic,1964,-9212.0
Slovak Republic,1963,-9175.0
Slovak Republic,1962,-9628.0
Slovak Republic,1961,4665.0
Slovak Republic,1960,3717.0
Slovenia,2022,
Slovenia,2021,4568.0
Slovenia,2020,7681.0
Slovenia,2019,7427.0
Slovenia,2018,7559.0
Slovenia,2017,7460.0
Slovenia,2016,7684.0
Slovenia,2015,7934.0
Slovenia,2014,-225.0
Slovenia,2013,210.0
Slovenia,2012,219.0
Slovenia,2011,390.0
Slovenia,2010,7640.0
Slovenia,2009,7660.0
Slovenia,2008,7583.0
Slovenia,2007,7993.0
Slovenia,2006,8036.0
Slovenia,2005,8289.0
Slovenia,2004,8061.0
Slovenia,2003,8388.0
Slovenia,2002,5397.0
Slovenia,2001,-1434.0
Slovenia,2000,-1562.0
Slovenia,1999,-1206.0
Slovenia,1998,-1031.0
Slovenia,1997,-821.0
Slovenia,1996,-904.0
Slovenia,1995,-763.0
Slovenia,1994,-708.0
Slovenia,1993,-211.0
Slovenia,1992,-5.0
Slovenia,1991,-9.0
Slovenia,1990,1718.0
Slovenia,1989,1851.0
Slovenia,1988,1454.0
Slovenia,1987,1786.0
Slovenia,1986,1324.0
Slovenia,1985,1375.0
Slovenia,1984,1720.0
Slovenia,1983,1963.0
Slovenia,1982,969.0
Slovenia,1981,2549.0
Slovenia,1980,4266.0
Slovenia,1979,3323.0
Slovenia,1978,3447.0
Slovenia,1977,3926.0
Slovenia,1976,3496.0
Slovenia,1975,3680.0
Slovenia,1974,4224.0
Slovenia,1973,3327.0
Slovenia,1972,3861.0
Slovenia,1971,3596.0
Slovenia,1970,2869.0
Slovenia,1969,2896.0
Slovenia,1968,2622.0
Slovenia,1967,2108.0
Slovenia,1966,928.0
Slovenia,1965,699.0
Slovenia,1964,1563.0
Slovenia,1963,1642.0
Slovenia,1962,1384.0
Slovenia,1961,1476.0
Slovenia,1960,3108.0
Solomon Islands,2022,
Solomon Islands,2021,-808.0
Solomon Islands,2020,-808.0
Solomon Islands,2019,-1603.0
Solomon Islands,2018,-1603.0
Solomon Islands,2017,-1603.0
Solomon Islands,2016,-1603.0
Solomon Islands,2015,-1603.0
Solomon Islands,2014,-1603.0
Solomon Islands,2013,-1603.0
Solomon Islands,2012,-1634.0
Solomon Islands,2011,-1875.0
Solomon Islands,2010,-2225.0
Solomon Islands,2009,-2579.0
Solomon Islands,2008,-2964.0
Solomon Islands,2007,-2901.0
Solomon Islands,2006,-2848.0
Solomon Islands,2005,-2800.0
Solomon Islands,2004,-2745.0
